#year,Title,Director,Cast,Genre,level,
2012,Baburao La Pakdaa,Ashish Ubale,"Sanjay Narvekar, Bharat Jadhav, Makarand Anaspure, Sameer Dharmadhikari, Nisha Parulekar, Sai Tamhankar",Comedy,2,
2012,Tukaram [14],Chandrakant Kulkarni,"Jitendra Joshi, Padmanabh Gaikwad, Prateeksha Lonkar, Radhika Apte, Veena Jamkar, Sharad Ponkshe, Yatin Karyekar",Epic,1,
2012,Aik (Listen),Pratik Kadam,"Swapnil Jadhav, Aditi Sarangdhar, Prasad Oak, Suhas Palshikar, Chinmay Mandlekar, Shekhar Phadke, Tanishq Sonawane, Prashant Neman, Poonam Jadhav",Thriller,0,
2012,Badam Rani Gulam Chor,Satish Rajwade,"Upyendra Limaye, Mukta Barve, Pushkar Shrotri",Comedy,1,
2012,Har Har Mahadev,Subhash Phadke,"Sanjay Narvekar, Arun Nalawade, Amita Khopkar",Family /Drama,0,
2012,"Satya, Savitree ani Satyawan",Sarvesh Parab,"Amruta Patki, Sachit Patil, Shruti Marathe",Mystery,2,
2012,Bharatiya,Girish Mohite,"Subhodh Bhave, Jeetendra Joshi, Meeta Sawarkar",Comedy,1,
2012,Dusarya Jagatali,Satish Randive,"Rajdutt, Vaishanavi Ranadive, Madhu Kambikar",Drama,2,
2012,Yedpat Gaon,S. Vikram,"Bajrang Badshah, Megha Ghadage, Milind Gunaji, Chetan Dalvi",Comedy,0,
2012,Aaghor,Salim Sheikh,"Santosh Juvekar, Aniket Vishwasrao, Sai Tamhankar",Drama,1,
2012,Hridaynath,Amar Gupte,"Jackie Shroff, Aditya Pancholi, Swarangi Marathe",Family /Drama,2,
2012,Champions,Ramesh More,"Shantanu Ranganekar, Machindra Gadkar, Avinash Narkar, Aishwarya Narkar, Arun Nalawde, Uday Sabnis, Hridaynath Rane, Mrunal Chemburkar, Savita Goswami, Bhagyashree Pane, Rajesh Ambole, Ashok Parab",Drama,1,
2012,Kutumb,Sudesh Manjrekar,"Jitendra Joshi, Veena Jamkar, Gauri Ingawlae",Drama,2,
2012,Yere Yere Paisa,Shailesh Shankar Kale,"Makarand Anaspure, Satish Taare, Dr. Vilas Ujawne",Comedy,1,
2012,No Entry Pudhe Dhoka Aahey,Ankush Choudhary,"Ankush Choudhary, Bharat Jadhav, Aniket Vishwasrao, Sai Tamhankar, Kranti Redkar, Manwa Naik, Sai Lokur, Pady Kamble",Comedy,0,
2012,4 Idiots,Milind Arun Kawade,"Bharat Jadhav, Siddarth Jadhav, Guru Anand",Comedy,1,
2012,Dum Asel Tar,Vijay Gokhale,"Shankar Shingare, Smita Shewale, Manava Naik",Action /Drama,2,
2012,4 Idiots,Milind Arun Kawade,"Bharat Jadhav, Siddarth Jadhav, Guru Anand",Comedy,0,
2012,Dum Asel Tar,Vijay Gokhale,"Shankar Shingare, Smita Shewale, Manava Naik",Action /Drama,1,
2012,Saad,Hemant Dhabde,"Analesh Desai, Avantika Salian, Arun Nalawade",Romance,0,
2012,Pipanee,Gajendra Ahire,"Makarand Anaspure, Chandrakant Kulkarni, Ravi Kale",Comedy /Drama,1,
2012,Langar,Sandeep Navare,"Manava Naik, Ravi Kale, Kishori Shahane",Drama,0,
2012,Preet Tujhi Majhi,Anand Shishupal,"Ashok Saraf, Nisha Parulkar, Prasad Oak",Drama,1,
2012,Soon Sambhala Patleenbai,Devendra Lute,"Seema Godbole, Sadanand Borkar, Devendra Lute",Drama,0,
2012,Shree Partner,Sameer Ramesh Surve,"Padmanabh Bind, Shweta Pagar, Lalan Sarang",Drama,2,
2012,Fakta Saatvi Pass,Prakash Panchal,"Sanjay Narvekar, Sharad Ponkshe, Kuldeep Pawar",Drama,0,
2012,Hi Vaat Jeevanachi,Harbans Sidhu,"Alka Kubal, Dr. Vilas Ujawne, Pooja Nayak",Drama,1,
2012,Night School,Mansingh Pawar,"Sandeep Kulkarni, Prasad Pandit, Shrikant Yadav",Drama,0,
2012,The Strugglers - Amhi Udyache Hero,Vijay Shinde,"Chinmay Mandlekar, Deepali Mandavkar, Sanjay Mone",Drama,2,
2012,Aayna Ka Bayna,Samit Kakkad,"Rakesh Bapat, Amruta Khanvilkar, Sachin Khedekar, Ganesh Yadav, Siddhesh Pai",Drama,0,
2012,Eka Varchad Ek,Rajesh Patole,"Milind Gawali, Chetan Dalvi, Gauri Kadam, Vijay Chavan, Sandesh Kulkarni, Milind Gawali, Kushal Badrike, Varsha Bhonsle, Tanvi Kale, Ujwala Gaikwad",Comedy,1,
2012,Mokala Shwas,Kanchan Adhikari,"Mohan Joshi, Sharad Ponkshe, Mrunmayee Deshpande",Drama,2,
2012,Shyamche Vadil,R.Viraj,"Tushar Dalvi, Reema Lagoo, Sulekha Talwalkar, Chinmay Udgirkar",Drama,1,
2012,Sukanya,Mangesh Nehre,"Ravindra Mahajani, Vimal Mhatre, Siya Patil, Shrikant Kamat",Drama,0,
2012,Shivaji the Real Hero,Shakti Shankar Jajoo,"Bharat Jadhav, Sidharth Jaju, Kamlakar Satpute",Action,2,
2012,Vijay Aso,Rahul Jadhav,"Chinmay Mandlekar, Ganesh Yadav, Murli Sharma, Namrata Gaikwad, Amita Khopkar, Janardan Parab, Priyadarshan Jadhav, Rohan Gujar, Mangesh Kawade, Vishnu Kokane",Drama /Political,0,
2012,Aamhi Chamakate Taare,Prakash Jadhav,"Bharat Jadhav, Prasad Oak, Nisha Parulekar, Indrajeet More, Reema Lagoo, Satish Pulekar, Sneha Raikar, Sanyogita Bhave, Anand Abhyankar",Drama,0,
2012,Aamhi Chamakate Taare,Prakash Jadhav,"Bharat Jadhav, Prasad Oak, Nisha Parulekar, Indrajeet More, Reema Lagoo, Satish Pulekar, Sneha Raikar, Sanyogita Bhave, Anand Abhyankar",Drama,1,
2012,Vijay Aso,Rahul Jadhav,"Chinmay Mandlekar, Ganesh Yadav, Murli Sharma, Namrata Gaikwad, Amita Khopkar, Janardan Parab, Priyadarshan Jadhav, Rohan Gujar, Mangesh Kawade, Vishnu Kokane",Drama /Political,2,
2012,Aamhi Chamakate Taare,Prakash Jadhav,"Bharat Jadhav, Prasad Oak, Nisha Parulekar, Indrajeet More, Reema Lagoo, Satish Pulekar, Sneha Raikar, Sanyogita Bhave, Anand Abhyankar",Drama,1,
2012,Aamhi Chamakate Taare,Prakash Jadhav,"Bharat Jadhav, Prasad Oak, Nisha Parulekar, Indrajeet More, Reema Lagoo, Satish Pulekar, Sneha Raikar, Sanyogita Bhave, Anand Abhyankar",Drama,2,
2012,Aamhi Chamakate Taare,Prakash Jadhav,"Bharat Jadhav, Prasad Oak, Nisha Parulekar, Indrajeet More, Reema Lagoo, Satish Pulekar, Sneha Raikar, Sanyogita Bhave, Anand Abhyankar",Drama,1,
2012,Aamhi Chamakate Taare,Prakash Jadhav,"Bharat Jadhav, Prasad Oak, Nisha Parulekar, Indrajeet More, Reema Lagoo, Satish Pulekar, Sneha Raikar, Sanyogita Bhave, Anand Abhyankar",Drama,2,
2012,Aamhi Chamakate Taare,Prakash Jadhav,"Bharat Jadhav, Prasad Oak, Nisha Parulekar, Indrajeet More, Reema Lagoo, Satish Pulekar, Sneha Raikar, Sanyogita Bhave, Anand Abhyankar",Drama,0,
2011,Hemant Deodhar,"Makarand Anaspure, Jitendra Joshi, Tejaswini Lonari",Romance,[1],1,
2011,Sudesh Manjrekar,"Ankush Choudhary, Bharat Jadhav, Siddharth Jadhav",Comedy,[2],1,
2011,Sangramsinh Gaikwad,"Vignesh Joshi, Madhvi Juvekar, Amitriyaan Lead, Rishiraj Pawar, Rajesh Shringaruore, Mayuri Wagh",Children,[3],2,
2011,Aarambh,,,,0,
2011,Dhava Dhav,Bharat Gaikwad,"Bharat Jadhav, Shashank Udapurkar, Mohan Joshi, Smita Jaykar",Comedy,1,
2011,Mala Aai Vhhaychy!,Samruoddhi Porey,"Urmila Kanetkar, Stacy Bee, Samruoddhi Porey, Aiden Barkely, Vivek Raut, Sulbha Deshpande",Drama,2,
2011,Pakda Pakdi,Sandeep Navare,Tejaswini Pandit,Comedy,1,
2011,Mohan Aawatey,Subhash Kale,"Sanjay Narvekar, Siya Patil, Kamlakar Satpute, Suhas Paranjape and Ashok Shinde",Romance/ Drama,2,
2011,Davpech,"Bhimrao Mude, Sachin Vartak","Makarand Anaspure, Bharat Jadhav, Kushal Badrike",Politics,1,
2011,Ragging Ek Vikruti,,"Harsh Kulkarni, Pooja J.",,1,
2011,Don Ghadicha Daav,,"Sai Tamhankar, Makarand Anaspure",,2,
2011,Sadrakshanay,Vikram Labhe,"Tushar Dalvi,Manasi Salvi","Crime,Thriller",1,
2011,Paach Naar Ek Bejaar,,,,2,
2011,Parat Phira Re (Lets go back),,,,1,
2011,Taryanche Bait,Kiran Yagnopavit,"Sachin Khedekar, Ashwini Giri, Shubhangi Joshi and Milind Pathak",Suspense /Thriller,2,
2011,Hari Mazya Ghari,,,,1,
2011,Mast Chalalay Aamcha,Sachin Goswami,"Bharat Jadhav, Vijay Patkar, Bhushan Kadu, Vishakha Subhedar, Kamalakar Satpute, Bhalchandra Kadam and Kishori Ambiye",Comedy,0,
2011,Aare Baba Pure,"Pranay Telang, Chetan Malusare","Sanjay Narvekar, Vijay Chavan, Ravindra Berde, Anand Abhyankar, Jayraj Nair, Jaywant Wadkar, Amey Hunaswadkar, Bhushan Ghadi, Arun Kadam, Paurnima Ahre, Ruchita Jadhav",Drama,1,
2011,Balgandharva,Ravindra Harishchandra Jadhav,"Subodh Bhave, Vibhavari Deshpande, Avinash Narkar, Siddharth Chandekar, Kishor Kadam, Anand Abhyankar, Nitin Chandrakant Desai and Rahul Deshpande",Biographical,0,
2011,Gajar - Journey Of The Soul,Ajit Bhairavkar,"Chinmay Mandlekar, Sukhada Yash, Edward Sonnenblick, Suhas Shirsat",,0,
2011,Aata Ga Baya,Sanjay Narvekar,"Sanjay Narvekar, Pooja Sawant",Drama,0,
2011,Hip Hip Hurray,,,,1,
2011,Kunasathi Kunitari,,,,0,
2011,Pangira,Rajiv Patil,"Meeta Sawarkar,Santosh Juvekar,Kishor Kadam",Drama,2,
2011,Rajmata Jijau,Yashwant Bhalkar,"Smita Deshmukh, Milind Gunaji, Amol Kolhe, Rahul Solapurkar",Epic,2,
2011,Ardha Gangu Ardha Gondya,Jr. Mehmood,"Viju Khote, Deepak Rajput, Dr. Pramod Nalawade, Kushal Badrike",Drama,2,
2011,Bhaucha Dhakka,Vicky Kharat,"Siddarth Jadhav, Mohan Joshi, Satish Taare",Comedy,2,
2011,Janma,Shirish Rane,"Rima Lagu,Anand Abhyankar, Vina Gamkar, Jayesh Raje",,2,
2011,Superstar,Mahendra Kadam,"Siddarth Jadhav, Pady Kamble, Megha",Comedy /Drama,2,
2011,2014 Raj Ka Ran,Pradeep Bhore,"Ramesh Deo, Sudesh Mhashalikar, Deepak Karanjikar",Drama,1,
2011,Ichar Tharla Pakka,Manohar Sarvankar,"Bharat Jadhav, Prachi Shah, Vijay Chavan, Rekha Bade, Dipti Ahir, Tejashree",Romance,1,
2011,Trusha,Rohaan Satghare,"Sharayu Jaywant, Shantanu Moghe, Bhushan Pradhan",Drama,1,
2011,Dnyaneshwari Express,Prakash Panchal,"Akshaya Bhingarde, Anand Abhyankar,Girish Oak",Drama film,2,
2011,Rajkaran,,,Politics,1,
2011,Khunnas,,,,2,
2011,Platform,,,,1,
2011,Dhav Manya Dhav,,,,2,
2011,Eka Shabdat Sangato,Gajendra Ahire,"Kiran Karmarkar, Murli Sharma, Ashwini Kalsekar",Action /Drama,1,
2011,Fakt Ladh Mhana,Sanjay Jadhav,"Sachin Khedekar, Bharat Jadhav, Sanjay Narvekar",Action /Drama,2,
2011,Ashi Fasli Nanachi Tang,Deepak Sawakhande,,Action /Comedy,1,
2011,Dhoosar,Amol Palekar,"Reema Lagoo, Smita Tambe, Upendra Limaye,Amruta Khanvilkar",Drama,2,
2011,Morya,Avadhoot Gupte,"Santosh Juvekar, Chinmay Mandlekar, Dilip Prabhavalkar",Drama,1,
2011,Dhoom 2 Dhamaal,Sachin Goswami,"Ashok Saraf, Pushkar Jog, Tyagraj Khadilkar, Siya Patil, Sushant Shelar",Comedy,2,
2011,Arjun (2011 film),F. M. Ilyas,"Sachit Patil, Amruta Khanvilkar, Vinay Apte",Action /Drama,0,
2011,Teecha Baap Tyacha Baap,Atul Kale,"Sachin Pilgaonkar, Arun Nalawade, Makarand Anaspure, Abhishek Sethiya, Mrinmayee Godbole",Romance/ Comedy,2,
2011,Adgula Madgula,Nagesh Bhosle,"Subodh Bhave, Girija Oak, Smita Talwalkar",Comedy /Drama,1,
2011,Tamasha - Hach Khel Udya Punha,Milind Pendnekar,"Bharat Jadhav, Priya Arun, Ramesh Bhatkar",Drama,1,
2011,Sansarachi Maya,Deepak Kadam,"Yogesh Mahajan, Maithili Javkar, Swapnil Rajshekhar",Drama,0,
2011,Deool,Umesh Vinayak Kulkarni,"Nana Patekar, Dilip Prabhavalkar, Girish Kulkarni,Sonali Kulkarni, Mohan Agashe and Kishor Kadam",Drama,2,
2011,Dubhang,Mahesh Kothare,"Adinath Kothare, Urmila Kanetkar, Ajinkya Deo",Romance/ Drama,0,
2011,Mamachya Rashila Bhacha,Pramod Joshi,"Mohan Joshi, Siddharth Jadhav, Vijay Patkar, Vijay Gokhale",Comedy,1,
2011,Swarajya... Marathi Paul Padte Pudhe,Vishal-Vihar,"Rajesh Shringapure, Darshan Jariwala, Arun Nalawade",Drama,0,
2011,Paulwaat,Aditya Ingale,"Subodh Bhave, Jyoti Chandekar, Anand Ingle",Drama,2,
2011,What An Idea Mai !,Pravin Shetye,"Usha Nadkarni, Mohan Joshi, Twisha Bhatt",Comedy /Drama,1,
2011,Hello Jai Hind!,Gajendra Ahire,"Nitin Chandrakant Desai, Trupti Bhoir, Kedar Shinde, Vinay Apte",Drama,2,
2011,Saat Bara Kasa Badalala,Deepak Kadam,"Swapnil Rajshekhar, Lokesh Gupte, Ravi Patwardhan, Tanvi Kale",Drama,0,
2011,Sagala Karun Bhagla,Vijay Patkar,"Makarand Anaspure, Chetan Dalvi, Shweta Mehendale",Drama,1,
2011,Dambis,Makrand Anaspure,"Makarand Anaspure, Subhankar Atre, Lokesh Gupte",Comedy /Drama,0,
2011,Parambi,Satish Salagre,"Bhushan Pradhan, Sai Lokur, Uday Tikekar, Vijay Gokhale",Romance/ Drama,2,
2011,Pratibimb,Girish Mohite,"Ankush Choudhary, Sonali Kulkarni, Ravindra Mankani",Suspense/ Drama,0,
2011,One Room Kitchen,Mahesh Tilekar,"Helen, Bharat Jadhav, Bhargavi Chirmule",Family /Drama,1,
2011,Sharyat,Viju Mane,"Sachin Pilgaonkar, Santosh Juvekar, Neena Kulkarni",Action /Drama,0,
2011,Tuch Khari Gharachi Laxmi,Vijay Bhanu,"Sunil Barve, Teja Devkar, Aditi Sarangdhar",Family /Drama,1,
2011,Zhakaas,Ankush Choudhary,"Ankush Choudhary, Amruta Khanvilkar, Sai Tamhankar",Comedy /Drama,2,
2010,Ramesh Deo,"Ashok Saraf, Ramesh Deo, Nitesh Khatavkar, Pady Kamble, Aniket Kelkar,Sonalee Kulkarni, Arun Nalawade, Viju Khote",Family / Drama,,0,
2010,Ravi Jadhav,"Atul Kulkarni,Sonalee Kulkarni,Kishor Kadam,Vibhavari Deshpande, Priya Berde",Musical,[1],1,
2010,Shikshanachya Aaicha Gho,Mahesh Manjrekar,"Sachin Khedekar,Bharat Jadhav, Saksham Kulkarni, Gauri Vaidya,Siddarth Jadhav, Atul Kale",Children,2,
2010,Zenda,Avdhoot Gupte,"Sachit Patil, Santosh Juvekar, Pushkar Shotri, Sunil Tawade,Chinmay Mandlekar",Politics,2,
2010,Harishchandrachi Factory,Paresh Mokashi,"Nandu Madhav,Vibhavari Deshpande, Mohit Gokhale, Atharva Karve, Vaibhav Mangle",Biographical,1,
2010,Kshanokshani,Sangeet Kulkarni,"Subhodh Bhave, Madhura Velankar-Satam, Amruta Subhash, Umesh Kamat,Dilip Prabhawalkar, Kiran Karmarkar, Atul Parchure, Ravindra Mankani, Jayant Wadkar, Uday Sabnis, Abhijeet Chavan, Manjusha Godse,Pushkar Shrotri, Kalyani Mule",Drama,0,
2010,Ringa Ringa,Sanjay Jadhav,"Sonali Kulkarni,Ajinkya Dev,Bharat Jadhav, Ankush Choudhary, Santosh Juvekar, Aditi Gowitrikar",Drama / Thriller,1,
2010,Me Mann Ani Dhruv,Aditi Deshpande,"Mahendra Agashe, Ketaki Thatte, Dhruv Pendse, Smita Tambe, Satish Pulekar",Drama,0,
2010,Huppa Huiyya,Anil Surve,"Siddharth Jadhav,Girija Oak, Mohan Joshi, Usha Nadkarni","Fantasy,Action,Drama",2,
2010,Lalbaug Parel,Mahesh Manjrekar,"Shashank Shende, Seema Biswas, Ankush Choudhary, Anusha Dandekar, Vineet Kumar, Veena Jamkar, Karan Patel,Siddharth Jadhav, Satish Kaushik, Kashmira Shah, Sameer Dharmadhikari, Ganesh Yadav, Sachin Khedekar, Vinay Apte",Drama,0,
2010,Kshanbhar Vishranti,Sachit Patil,"Bharat Jadhav, Sachit Patil, Siddharth Jadhav, Sonalee Kulkarni, Kadambari Kadam, Shubhangi Gokhale, Jayraj Nair, Nitin Jadhav",Drama,1,
2010,Irada Pakka,Kedar Shinde,"Minal Bal, Siddharth Jadhav, Smita Jaykar, Mohan Joshi, Nirmala Kotnis, Sonalee Kulkarni",Comedy,0,
2010,Vavtal,Shivaji Patil,"Tejaswini Pandit, Ashok Samarth, Mukesh Tiwari, Vinay Apte, Sunil Shinde",Action,2,
2010,Anandi Anand,Purushottam Berde,"Anandraj, Priya Bapat, Rajan Tamhane, Latika Gore, Chinmay Kolhatkar, Vikram Gokhale, Suhas Joshi, Mohan Joshi, Vandana Gupte, Mangesh Desai, Paddy Kamble, Akshya Bhingarde, Sumit Pawar, Swamini Wadkar",Family / Drama,1,
2010,Kon Aahe re Tikade,Tanaji Gadge,"Mohan Aagashe, Subhodh Bhave, Sharad Ponkshe, Sunil Godse, Mohan Joshi, Mangesh Desai, Jayant Bobde, Shubhangi Gokhale, Hemangi Kavi",Comedy,0,
2010,Krantiveer Rajguru,Ashok Kamle,"Chinmay Mandlekar, Pankaj Vishnu, Vilas Chauhan, Milind Gunaji, Suhasini Mulay, Dhanashree Chavan, Sharad Ponkshe,Anand Abhyankar, Master Ashwin Chitale",Historical,2,
2010,Ranbhool,Sanjay Surkar,"Subhodh Bhave, Tejaswini Pandit, Mohan Joshi",Drama,0,
2010,Umang,"Nitinkumar Mohanlala Bora, Pitambar Kale","Ramesh Bhatkar, Prema Kiran, Milind Shinde, Prince Bora, Ram Kajolkar, Kanchan Bora",Drama,1,
2010,Most Wanted,Rajan Prabhu,"Ashok Saraf, Milind Gawali, Deepak Shirke, Kiran Ronge, Satish Bapat",Comedy,0,
2010,Mulga,Devendra Supekar,"Dr. Amol Kolhe, Deepa Parab, Sharad Ponkshe, Teja Devkar, Vinod Kamble, Fayaz Shaikh, Ragini Samant, Anjali Ujawane",Drama,1,
2010,Pratisaad - The Response,Yogesh Dattatraya Gosavi,"Sandeep Kulkarni, Kishor Kadam, Neelam Shirke, Jayant Sawarkar, Suneel Tawade, Pragati Joshi, Aishwarya, Anand Alkunte, Aman Attar, Pratibha Date",Drama,1,
2010,Target,"Vivek Gore, Rakesh Kholam","Sanjay Narvekar, Ankush Chaudhari,Siddharth Jadhav, Swapnil Joshi, Kranti Redkar, Tejaswini Pandit, Smita Gondkar, Vinay Apte, Sanjay Mone, Manasi Naik",Drama,2,
2010,Asa Mi Tasa Mi,Rakesh Chaturvedi,"Makarand Anaspure, Rahul Mehehdale, Shweta Mehendale, Ravindra Berde, Avtar Gill, Shruthi Marathe",Comedy,2,
2010,Jhing Chik Jhing,Nitin Nandan,"Bharat Jadhav, Dilip Prabhavalkar, Madhavi Juvekar, Sanjay Mone, Chinmay Kambli, Arti More",Family / Drama,1,
2010,Mumbai-Pune-Mumbai,Satish Rajwade,"Swapnil Joshi, Mukta Barve",Romance,0,
2010,Aaya sawant jhoom ke,Rajesh Deshpande,"Makarand Anaspure, Ravindra Berde,Vaibhav Mangle","Comedy,Drama",1,
2010,Haapus,Abhijeet Satam,"Makarand Anaspure, Subodh Bhave, Madhura Velankar, Shivaji Satam, Pushkar Shotri, Sulabha Deshpande",Drama,0,
2010,Khurchi Samraat,Dattaramm Tawade,"Makarand Anaspure, Rutuja Patil, Chetan Dalvi, Kishori Ambiye, Vilas Rakate, Baal Dhuri, Usha Naik, Anuja Ranade, Shanta Tambe, N. Relekar, Surekha Kudachi, Vijay Chavan",Politics /Comedy,2,
2010,Tata Birla ani Laila,Raju Parsekar,"Ashok Saraf, Bharat Jadhav, Sheetal Jadhav, Usha Naik, Vijay Chavan, Vijay Gokhale, Ravindra Berde, Bharat Ganeshpure, Arun Kadam, Sanjay Khapre, Mohan Joshi",Comedy,0,
2010,Mission Possible,Pushkar Jog,"Pushkar Jog, Manisha Kelkar, Sai Tamhankar, Sharad Ponkshe, Niranjan Namjoshi, Astaad Kale, Shantanu Moghe",Action /Romance/ Thriller,1,
2010,Chitra,Raj Kuber,"Ankush Choudhary, Nisha Parulekar, Tejashree Pradhan, Mohan Joshi, Kuldeep Pawar",Drama,0,
2010,Jetaa,"Ajinkya Dev, Amol Shetge","Ramesh Dev, Seema Dev, Ajinkya Dev, Sharad Ponkshe, Manava Naik, Sandeep Mehta, Prasad Oak, Ravi Patwardhan",Drama,2,
2010,Aika Dajiba,Kishori Shahane,"Ashok Saraf, Kishori Shahane, Mukta Barve, Prasad Oak, Priya Bapat, Rupesh Patole, Kishori Ambiye, Dipjyoti Naik, Vinay Yedekar, Ravidra Berde and Shakti Kapoor",Comedy,1,
2010,Tee Ratra,Viju Mane,"Prasad Oak, Santosh Juvekar, Aditi Sarangdhar, Subodh Bhave, Mangesh Desai, Vaibhav Mangale",Thriller,2,
2010,Aai Tujha Aashirwad,Madhura Pandit Jasraj,"Milind Gawali, Arun Nalawade",Drama,1,
2010,Debu,Nilesh Jalamkar,"Mohan Joshi, Bharat Ganeshpure, Ashwini Ekbote, Madhu Kambikar, Ravindra Berde, Ravi Patwardhan",Drama,2,
2010,Navra Avli Baiko Lavli,Sanjeev Naik,"Prasad Oak, Siya Patil, Sai Tamhankar,Jeetendra Joshi, Shekhar Phadke, Sunil Tawde, Suhas Parajape, Usha Naik",Romance,2,
2010,Paradh,Gajendra Ahire,"Siddarth Jadhav, Makarand Anaspure, Amogh Talathi, Shahir Vitthal Umap, Ravi Kale, Vrinda Ahire, Vinay Apte",Action /Thriller,1,
2010,Sa sasucha,Kishore Pandurang Belekar,"Sunil Barve, Sonalee Kulkarni, Shubhangi Gokhale, Vinay Apte",Thriller,0,
2010,Laadi Godi,Mahesh Tilekar,"Bharat Jadhav, Deepali Sayyad, Sanjay Narvekar, Kranti Redkar, Aniket Vishwasrao, Subhodh Bhave",Comedy,1,
2010,Ajab Lagnachi Gajab Gosht,Shivdarshan-Amit,"Sai Tamhankar, Umesh Kamat, Sunil Tawde, Viju Khote, Vaibhav Mangale, Kamalakar Satpute, Vijay Patwardhan, Sanjay Khapre",Comedy,0,
2010,Khurchi Samrat,Dattaram Tawade,"Makarand Anaspure, Rutuja Patil, Chetan Dalvi, Kishori Ambiye",Comedy /Politics,2,
2010,Ved Lavi Jeeva,Mahesh Kothare,"Adinath Kothare,Vaidehi Parshurami","Romance,Action",2,
2010,Agadbam,Satish Motling,"Makarand Anaspure, Trupti Bhoir, Usha Nadkarni, Chitra Navathe, Vikas Samudre, Narayan Jadhav, Tejaswee Patil, Mahesh Kokate, Mangesh Satpute",Comedy,2,
2010,Bhairu Pailwan ki jai ho,Pravin Raja Karale,"Siddarth Jadhav, Usha Nadkarni, Ashish Pawar, Priyanka Yadav, Sanjay Belose",Comedy /Drama,1,
2010,Kas,"Mahesh Satoskar, Aruna Joglekar","Bhargavi Chirmule, Prasad Oak, Rajesh Shringapure, Anand Abhyankar",Family / Drama,1,
2010,Mani Mangalsutra,Gauri Karekar Sarwate,"Hrishitaa Bhatt, Ravindra Mankani, Anjali Kusre, Lalan Sarang",Family / Drama,2,
2010,Topi Ghala Re,Umesh Namjoshi,"Arun Nalawade, Nirmiti Sawant, Smita Talwalkar, Priya Arun, Mukta Barve, Mangesh Desai, Pushkar Shrotri, Vijay Chavan, Vijay Kadam",Comedy,1,
2010,Dho Dho Pausatil One Day Match,Nitin Kamble,"Suhas Palshikar, Vijay Chavan, Shekhar Phadke, Priyanka Yadav, Madhavi Juvekar, Ravindra Berde",Drama,2,
2010,Vacation,Deepak Sadashiv Tarker,"Satish Pulekar, Ashwini Ekbote, Anand Abhyankar, Shrikant Desai",Drama,1,
2010,Maher Maza,Abhay Kirti,"Nisha Parulekar, Mangesh Desai, Kishore Mahabole, Akshay Pendse",Drama,2,
2010,Mee Sindhutai Sapkal,Ananth Narayan Mahadevan,"Tejaswini Pandit, Jyoti Chandekar, Upendra Limaye, Neena Kulkarni, Suhas Palshikar, Charushila Sable, Ganesh Yadav, Jaywant Wadkar, Pranjal shetye",Biographical,1,
2010,Sumbaran,Gajendra Ahire,"Makarand Anaspure, Shilpa Anaspure,Jitendra Joshi, Mukta Barve, Siddharth Jadhav, Sai Tamhankar, Ravindra Mankani, Vrinda Ahire",Drama,2,
2010,Agnipariksha,Anil Surve,"Alka Kubal, Sanjay Narvekar, Mohan Joshi, Sanjay Khapre",Drama,1,
2010,Aai Raja Udo Udo,Hemchandra Sawant,"Ramesh Bhatkar, Usha Naik, Vijay Chavan",Drama,12,
2010,Vithu Maza Bhauraya,Sanjiv Kolte,"Ashoke Shinde, Minal Ghorpade, Vasant Hankare, Gajanan Gokhale, Swanand Joshi",Devotional,1,
2010,Aata pita,Uttung Shelar,"Bharat Jadhav, Sanjay Narvekar, Ashwini Apte, Girish Salvi, Pradeep kabre, Mohan Khambete, Pratibha Goregaonkar, Raju Shisadkar, Santosh Patil, Rahul Kulkarni, Rohan Bhalekar, Satish Pulekar",Comedy,2,
2010,Chandrakala,Nitin Kamble,"Vijay Chavan, Kuldeep Pawar, Anjali Joshi",Drama,1,
2010,Samudra,Gajendra Ahire,"Mohan Agashe, Sonalee Kulkarni, Sachit Patil, Sharvari Jamenis, Anand Abhyankar",Suspense,2,
2010,Aaghaat,Vikram Gokhale,"Vikram Gokhale, Mukta Barve, Kadambari Kadam, Suhas Joshi, Arun Nalawade, Madhav Abhyankar",Drama,2,
2010,Aaji aani Naat,Subhash Phadke,"Sulbha Deshpande, Tejashree Walavalkar, Ashish Kulkarni, Amruta Deshmukh, Ashok Shinde, Prajakta Kelkar",Family,1,
2010,Chal Dhar Pakad,Atmaram Dharane,"Nirmiti Sawant, Nagesh Bhosle, Priya Berde, Teja Devkar, Megha Ghadge, Siya Patil, Shital Bankar, Swati Deval",Comedy,2,
2010,Hungama,Rohan B. Shivalkar,Anshuman Vichare,Comedy,1,
2010,Marmabandh (Bonds of Heart),Dinesh P. Bhonsle,"Girish Pardeshi, Kshitij Zarapkar, Mrunal Deshpande, Nandu Madhav, Dr. Vilas Ujawne, Veena Jamkar",Drama,2,
2010,On Duty 24 Taas,Kedar Shinde,"Dr. Amol Kolhe, Kranti Redkar, Vijay Kadam, Sanjivani Jadhav, Minal Baal",Comedy /Drama,2,
2010,Ideachi Kalpana,Sachin Pilgaonkar,"Sachin Pilgaonkar, Ashok Saraf, Mahesh Kothare, Bhargavi Chirmule, Nirmiti Sawant",Comedy,1,
2010,On Duty 24 Taas,Kedar Shinde,"Dr. Amol Kolhe, Kranti Redkar, Vijay Kadam, Sanjivani Jadhav, Minal Baal",Comedy /Drama,1,
