Year,Title,Genre,Director,Cast,Level
2015,Octopus,Action,P. Annayya,"Kishore, Yagna Shetty, Thilak Shekar, Tara, Ashwini, Jai Jagadish, Bullet Prakash",2
2015,Bengaluru 560023,Sports Comedy,Pradeep Raj,"Karthik Jayaram, Chandan Kumar, Dhruv, Rajeev, Sanjjanaa, Shivani",2
2015,Boxer,Action,Preetham Gubbi,"Dhananjay, Kruthika Jayakumar, Charandeep, Rangayana Raghu, Sumithra",2
2015,Mamu Tea Angadi,Drama,A. Paramesh,"Varun Kumar, Abhishek, Rithesh, Mahesh Raj, Sangeetha Bhat, Rashi Singh, Archana Singh",2
2015,Shambo Mahadeva,Drama,Mysore Manju,"Akash, Neha Patil, R N Sudarshan, Sathyajith, Shobhraj, Biradar, Ganesh Rao",2
2015,1st Rank Raju,Comedy drama,Naresh Kumar H. N.,"Gurunandan, Apoorva Gowda, Thanishka Kapoor, Ananth Nag, Achyuth Kumar, Sudha Belavadi, Sadhu Kokila",2
2015,Alone,Thriller,Jagadish Kumar,"Simran, Nikesha Patel, Vasishta N. Simha, Iniya, Ganesh Prasad, Bullet Prakash, Tabla Nani, Dilip, Avinash",2
2015,Pattabhisheka,Drama,KSR,"Yuvraj Kalyankumar, Gowri Nair, Khushi, R T Rama",2
2015,Rocket,Action romance,Shivashashi,"Sathish Ninasam, Aishani Shetty, Achyuth Kumar, Nagendra Shah, Padmaja Rao,",2
2015,The Plan,Action thriller,Keerthi,"Ananth Nag, Kousthubh Jayakumar, Hemanth, Sriram, Jagadish, Sanath, Gauthami, Harish Roy, Ramesh Bhat",2
2015,Care of Footpath 2,Drama,Kishan Shrikanth,"Deepp Pathak, Avika Gor, Dingri Naresh ,Esha Deol, Kishan Shrikanth, Karthik Jayaram, Anees Bazmee, Shivaram",2
2015,Gowdrudugru,Drama,Venkateshwara Reddy E,"Santhosh, Gopikrishna, Ravi Shankar, Shilpa Ashwi, Priyanka Malnad, Pooja, Bullet Prakash",2
2015,Manitha,Children's,Savitha Bernard,"Shailesh, Bhagyashree, Ashwini, Bharath, Adugodi Srinivas, Dingri Nagaraj, Shivakumar",2
2015,Minchagi Nee Baralu,Romance,Randeep Shantharam Mahadik,"Diganth, Kriti Kharbanda, Ramesh Bhat, Dilip Raj, Archana, Sihi Kahi Chandru",2
2015,Rathavara,Action thriller,Chandrashekar Bandiyappa,"Sri Murali, Rachita Ram, Ravi Shankar, Chikkanna, Sadhu Kokila, Charan Raj",2
2014,Gharshane,Action thriller,Dayal Padmanabhan,"Malashri, Ashish Vidyarthi, P. Ravi Shankar, Roopika",2
2014,Karnataka Ayodhyapuram,Political drama,V. Lava,"Rakesh Adiga, Nayana Puttaswamy",1
2014,Vishwa Vinayaka,Drama,V. Swaminathan,"Dr. Vasanth, Suma, Ashwini, Rohini Nagaraj, Sudarshan",
2014,Mahasharana Haralayya,Biographical,B.A. Purushottam,"Ramesh Aravind, Sridhar, Ramakrishna, Ramesh Bhat, Raju Dingri, Vikram Udayakumar",
2014,Nage Bomb,Comedy Drama,Nagendra Urs,"Ravishankar Gowda, Anitha Bhat, Sadhu Kokila",
2014,Angaaraka,Action Romance Drama,Srinivas Kaushik,"Prajwal Devaraj, Pranitha, Hardika Shetty, Avinash, Muni, Dharma, Veena Venkatesh, Veena Sunder",
2014,Ninnindale,Action Romance Drama,Jayanth C. Paranjee,"Puneeth Rajkumar, Erica Fernandes, Thilak Shekar, Brahmanandam, Avinash, Vinayak Joshi",
2014,Dosthi,Action Drama,Anand V,"Prithvi, Surya, Prakash, Niharika Malya, Bank Janardhan",
2014,Navarangi,Comedy,Umesh,"Sadhu Kokila, Roopika, Ravishankar Gowda, Layendra",
2014,Vasundhara,Drama,T. S. Nagabharana,"Rajesh, Jayanthi, Aishwarya Nag, Sudharani, Jugari Avinash",
2014,Amanusha,Mystery Thriller,Jayasimha Musuri,"Thilak Shekar, Jackie Shroff, Alisha",
2014,Anjada Gandu,Romantic comedy,Pradeep Raj,"Sathish Ninasam, Subhiksha, T. S. Nagabharana",
2014,Darling,Romance,Santhu,"Yogesh, Muktha",
2014,Brahma,Drama Action,R. Chandru,"Upendra, Pranitha, Sonu Sood, Nassar, Rangayana Raghu, Shayaji Shinde, Rahul Dev, Girish Karnad",
2014,Nakra,Action Drama,A. Shivakumar,"Thiller Manju, Somu, Shobharaj, Spoorthi, Harish Rai, Tennis Krishna",
2014,Crazy Star,Romance,V. Ravichandran,"V. Ravichandran, Priyanka Upendra, Bhavana Rao, Prakash Rai, Akul Balaji, Rangayana Raghu",
2014,Kwatle,Drama,Chandrakala,"Paartha, Yagna Shetty",
2014,Little Master,Children,Shivaram Krishta,"Suchendra Prasad, Shankar Ashwath, Master Chiranjeevi, Shankar Prakash",
2014,Ugramm,Action,Prashanth Neel,"Sri Murali, Haripriya, Thilak Shekar, Atul Kulkarni, Avinash, Jai Jagadish, Padmaja Rao",
2014,Nan Life Alli,"Romance, Drama",Ramdeep,"Anish Tejeshwar, Sindhu Lokanath, Dileep Raj, Ajay Raj, Nikhila, Nagathihalli Chandrashekar, Mithra",
2014,Horror Picture,Horror,Vijay Surana,"Harish Raj, Roopashri, Kajal Rawat, Patre Ajith, Neha Patil, Vinay Chandra",
2014,Shivajinagara,Action Drama,P. N. Satya,"Duniya Vijay, Parul Yadav, Avinash, Ashish Vidyarthi, Triveni",
2014,Kalyanamasthu,Drama Family,Mallesh,"Raviprakash, Ajith, Pooja Gandhi, Tejaswini Prakash, Avinash, Sithara, Malavika Avinash, Umashree, Bank Janardhan",
2014,Dil Rangeela,Romance Drama,Preetham Gubbi,"Ganesh, Rachita Ram, Priyanka Rao, Rangayana Raghu, Yamuna, Achyuth Rao",
2014,Chandralekha,Comedy Drama Romance Thriller,N. Om Prakash Rao,"Chiranjeevi Sarja, Shanvi Srivastava, Sadhu Kokila, Nagashekar",
2014,Lights Camera Action,Psychological thriller,Gurudarshan Nagaraj,"Balu Nagendra, Archana, Vijay, Chethan",
2014,Karodpathi,Comedy Drama,P C Ramesh,"Komal Kumar, Meera Nandan, Jasmin Bhasin, Malavika, Guruprasad, Biradar, Dingri Nagaraj, Jayasri Krishna, Yathiraj",
2014,Savaal,Action Comedy Drama Romance,Dhananjay Balaji,"Prajwal Devaraj, Sona, Muthuraj, Raj K Purohit, Sadhu Kokila, Bullet Prakash, Rekha Das, Raju Thalikote, Achyuth Kumar, Tennis Krishna, Umesh",
2014,Love Show,Romance Drama Comedy,A Srinivasa Rao,"Santosh Kumar, Shishira, Manjunath, Rama Rao, Varma, Ranga, Sadhu Kokila, Bullet Prakash, Tabla Nani, Mandya Ramesh",
2014,Rangan Style,Romance Drama Comedy Action,Prashanth S.,"Pradeep, Kannika Tiwari, Sudeep, Sadhu Kokila, Sharath Lohitashwa, Deepika Das, Tabla Nani, Rekha Das",
2014,Manada Mareyalli,"Drama,
 Romance",Rajeev Nethra,"Srikanth (Sriki), Vindya, Ananth Nag, Ajay Rao, Rangayana Raghu, Bullet Prakash, Vishwa, Sandeep",
2014,Chathurbhuja,Action Thriller Drama,Krishna Lekhana,"Aarva, Shreya, Tabla Nani, Baadal, Tennis Krishna, Chandrika, Nagaraj Sharma, Mohan Juneja",
2014,Ragini IPS,Action,Anand P Raju,"Ragini Dwivedi, Petrol Prasanna, Avinash, Bhavya, Kavita Radheshyam",
2014,Ulidavaru Kandanthe,Action - Drama,Rakshit Shetty,"Rakshit Shetty, Kishore, Yagna Shetty, Tara, Achyuth Kumar, Sheetal Shetty, Rishab",
2014,Nimbe Huli,Comedy Romance,Hemanth Hegde,"Hemanth Hegde, Komal Jha, Madhurima Tuli, Nivedhitha, Bullet Prakash, Anupam Kher",
2014,Sadagara,Romance Drama,Raj Gopi Surya,"Shankar Aryan, Yagna Shetty, Sharath Lohitashwa",
2014,Huchudugaru,Comedy Drama,RJ Pradeepa,"Chetan Chandra, Amit Vishwanath, Prathap Raj, Aditi Rao, P. Ravishankar, Avinash, Tabla Nani",
2014,Endendu Ninagagi,Romance Drama,Mahesh Rao,"Vivek, Deepa Sannidhi, Aneesh Tejeshwar, Sindhu Lokanath",
2014,Athi Aparoopa,Romance,Dinesh Babu,"Prem Kumar, Aindrita Ray, Ananth Nag",
