#Year,Title,Genre,Studio,Cast,Level,
2015,Hitman: Agent 47,,20th Century Fox,"Aleksander Bach (director); Michael Finch, Kyle Ward, Skip Woods (screenplay);Rupert Friend, Zachary Quinto, Hannah Ware, Thomas Kretschmann",1,
2015,Sinister 2,,Focus Features /Gramercy Pictures,"Ciaran Foy (director); Scott Derrickson, C. Robert Cargill, (screenplay); James Ransone, Shannyn Sossamon",0,
2015,No Escape,,The Weinstein Company,"John Erick Dowdle (director/screenplay); Drew Dowdle (screenplay); Owen Wilson, Pierce Brosnan, Lake Bell",2,
2015,War Room,,TriStar Pictures,"Alex Kendrick (director); Alex Kendrick, Stephen Kendrick (screenplay); Alex Kendrick, Priscilla Shirer, T.C. Stallings, Beth Moore, Karen Abercrombie, Alena Pitts",2,
2015,We Are Your Friends,,Warner Bros.,"Max Joseph (director); Max Joseph, Meaghan Oppenheimer (screenplay); Zac Efron, Emily Ratajkowski, Alex Shaffer, Jonny Weston, Wes Bentley, Jon Bernthal",2,
2015,Z for Zachariah,,Roadside Attractions,"Craig Zobel (director); Nissar Modi (screenplay); Chiwetel Ejiofor, Chris Pine,Margot Robbie",0,
2015,The Transporter Refueled,,EuropaCorp,"Camille Delamarre (director); Bill Collage, Adam Cooper (screenplay); Ed Skrein,Ray Stevenson, Loan Chabanol, Gabriella Wright",1,
2015,90 Minutes in Heaven,,Samuel Goldwyn Films,"Michael Polish (director/screenplay); Hayden Christensen, Kate Bosworth, Dwight Yoakam, Michael W. Smith",2,
2015,The Perfect Guy,,Screen Gems,"David M. Rosenthal (director); Tyger Williams (screenplay); Sanaa Lathan,Michael Ealy, Morris Chestnut",2,
2015,Sleeping with Other People,,IFC Films,"Leslye Headland (director/screenplay); Jason Sudeikis, Alison Brie, Adam Scott,Jason Mantzoukas, Katherine Waterston, Adam Brody, Amanda Peet, Marc Blucas, Andrea Savage",2,
2015,The Visit,,Universal Studios,"M. Night Shyamalan (director/screenplay); Kathryn Hahn, Ed Oxenbould, Deanna Dunagan, Peter McRobbie, Olivia DeJonge",2,
2015,Pawn Sacrifice,,Bleecker Street,"Ed Zwick (director); Steven Knight (screenplay); Tobey Maguire, Liev Schreiber,Peter Sarsgaard, Michael Stuhlbarg, Lily Rabe, Robin Weigert",1,
2015,Black Mass,,Warner Bros.,"Scott Cooper (director); Mark Mallouk, Jez Butterworth (screenplay); Johnny Depp, Joel Edgerton, Benedict Cumberbatch, Sienna Miller, Dakota Johnson,Juno Temple, Corey Stoll, Peter Sarsgaard",2,
2015,Captive,,Paramount Pictures,"Jerry Jameson (director); Brian Bird, Reinhard Denke (screenplay); David Oyelowo, Kate Mara, Michael K. Williams, Leonor Varela, Jessica Oyelowo, Mimi Rogers",1,
2015,Everest,,Universal Studios,"Baltasar Kormákur (director); Justin Isbell, William Nicholson (screenplay); Jake Gyllenhaal, Josh Brolin, Jason Clarke, John Hawkes, Sam Worthington, Keira Knightley, Robin Wright",2,
2015,Maze Runner: The Scorch Trials,,20th Century Fox,"Wes Ball (director); T.S. Nowlin (screenplay); Dylan O'Brien, Ki Hong Lee, Thomas Sangster, Kaya Scodelario, Patricia Clarkson",0,
2015,Sicario,,Lionsgate,"Denis Villeneuve (director); Taylor Sheridan (screenplay); Emily Blunt, Benicio del Toro, Josh Brolin, Jon Bernthal",0,
2015,Born to Dance,,Vendetta Films,"Tammy Davis (director); Tia Maipi, Stan Walker, Kherington Payne",2,
2015,Hotel Transylvania 2,,Columbia Pictures / Sony Pictures Animation,"Genndy Tartakovsky (director); Robert Smigel (screenplay); Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Steve Buscemi, David Spade, Keegan-Michael Key, Fran Drescher, Molly Shannon, Mel Brooks, Nick Offerman, Megan Mullally",0,
2015,The Intern,,Warner Bros.,"Nancy Meyers (director/screenplay); Robert De Niro, Anne Hathaway, Rene Russo, Adam DeVine, Anders Holm",0,
2015,Life,,First Generation Films /See-Saw Films,"Anton Corbijn (director); Luke Davies (screenplay); Robert Pattinson, Dane DeHaan, Joel Edgerton, Ben Kingsley",2,
2015,Stonewall,,Roadside Attractions,"Roland Emmerich (director); Jon Robin Baitz (screenplay); Jeremy Irvine, Ron Perlman, Jonathan Rhys Meyers, Joey King, Caleb Landry Jones, Matt Craven,Atticus Mitchell, Mark Camacho",2,
2015,Freeheld,,Summit Entertainment,"Peter Sollett (director); Ron Nyswaner (screenplay); Julianne Moore, Ellen Page, Michael Shannon, Steve Carell",1,
2015,Hell and Back,,Freestyle Releasing,"Tom Gianas, Ross Shuman (directors); Hugh Sterbakov, Zeb Wells(screenplay); Nick Swardson, Mila Kunis, Bob Odenkirk, T. J. Miller, Rob Riggle, Susan Sarandon, Danny McBride",2,
2015,Macbeth,,The Weinstein Company,"Justin Kurzel (director) Jacob Koskoff, Todd Louiso Michael Lesslie (screenplay); Michael Fassbender, Marion Cotillard",1,
2015,The Martian,,20th Century Fox,"Ridley Scott (director); Drew Goddard (screenplay); Matt Damon, Jeff Daniels,Kristen Wiig, Sean Bean, Jessica Chastain, Donald Glover, Kate Mara, Michael Pena, Sebastian Stan, Mackenzie Davis, Aksel Hennie, Chiwetel Ejiofor",1,
2015,The Walk,,TriStar Pictures,"Robert Zemeckis (director/screenplay); Christopher Browne (screenplay);Joseph Gordon-Levitt, Ben Kingsley, James Badge Dale, Charlotte Le Bon",2,
2015,The Final Girls,,Stage 6 Films,"Todd Strauss-Schulson (director); Joshua John Miller, M.A. Fortin(screenplay); Taissa Farmiga, Malin Åkerman, Alexander Ludwig, Adam DeVine, Nina Dobrev, Alia Shawkat, Thomas Middleditch, Chloe Bridges,Angela Trimbur",2,
2015,Knock Knock,,Lionsgate,"Eli Roth (director/screenplay); Nicolás López, Guillermo Amoedo (screenplay)Keanu Reeves, Lorenza Izzo, Ana de Armas, Ignacia Allamand, Aaron Burns,Colleen Camp",2,
2015,My All-American,,Clarius Entertainment,"Angelo Pizzo (director/screenwriter); Aaron Eckhart, Finn Wittrock, Robin Tunney, Sarah Bolger, Michael Reilly Burke",1,
2015,Pan,,Warner Bros.,"Joe Wright (director); Jason Fuchs (screenplay); Hugh Jackman, Garrett Hedlund, Rooney Mara, Amanda Seyfried, Levi Miller",2,
2015,Steve Jobs,,Universal Studios,"Danny Boyle (director); Aaron Sorkin (screenplay); Michael Fassbender, Seth Rogen, Kate Winslet, Jeff Daniels, Katherine Waterston, Michael Stuhlbarg",1,
2015,Bridge of Spies,,Touchstone Pictures /DreamWorks Pictures /20th Century Fox,"Steven Spielberg (director); Matt Charman, Ethan Coen, Joel Coen(screenplay); Tom Hanks, Mark Rylance, Amy Ryan, Alan Alda, Austin Stowell,Domenick Lombardozzi",2,
2015,Crimson Peak,,Universal Studios /Legendary Pictures,"Guillermo del Toro (director/screenplay); Matthew Robbins, Lucinda Coxon(screenplay); Mia Wasikowska, Tom Hiddleston, Charlie Hunnam, Jessica Chastain, Jim Beaver",0,
2015,Goosebumps,,Columbia Pictures / Sony Pictures Animation,"Rob Letterman (director); Darren Lemke, Mike White (screenplay); Jack Black,Dylan Minnette, Odeya Rush, Amy Ryan, Ryan Lee, Jillian Bell",2,
2015,Room,,A24 Films,"Lenny Abrahamson (director); Emma Donoghue (screenplay); Brie Larson,Joan Allen, William H. Macy, Sean Bridgers, Jacob Tremblay",2,
2015,Truth,,Sony Pictures Classics,"James Vanderbilt (director/screenplay); Robert Redford, Cate Blanchett,Topher Grace, Dennis Quaid, Elisabeth Moss",2,
2015,Woodlawn,,Pure Flix Entertainment /Provident Films,"The Erwin Brothers (directors); Quinton Peeples, Jon Erwin (screenplay); Sean Astin, Nic Bishop, Caleb Castille, Sherri Shepherd, Jon Voight",2,
2015,Burnt,,The Weinstein Company,"John Wells (director); Steven Knight (screenplay); Bradley Cooper, Jamie Dornan, Emma Thompson, Sienna Miller, Daniel Brühl, Uma Thurman, Alicia Vikander, Lily James, Omar Sy",2,
2015,Jem and the Holograms,,Universal Studios,"Jon M. Chu (director); Ryan Landels (screenplay); Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Ryan Guzman, Juliette Lewis, Molly Ringwald",0,
2015,The Last Witch Hunter,,Summit Entertainment,"Breck Eisner (director); Cory Goodman, D.W. Harper, Melisa Wallack(screenplay); Vin Diesel, Michael Caine, Rose Leslie, Elijah Wood",1,
2015,Paranormal Activity: The Ghost Dimension,,Paramount Pictures,"Gregory Plotkin (director); Jason Pagan (screenwriter); Katie Featherston, Tyler Craig",1,
2015,Rock the Kasbah,,Open Road Films,"Barry Levinson (director); Mitch Glazer (screenplay); Bruce Willis, Kate Hudson, Bill Murray, Scott Caan, Zooey Deschanel, Taylor Kinney",1,
2015,Suffragette,,Focus Features,"Sarah Gavron (director); Abi Morgan (screenplay); Carey Mulligan, Helena Bonham Carter, Meryl Streep, Ben Whishaw, Brendan Gleeson, Anne-Marie Duff",0,
2015,Our Brand Is Crisis,,Warner Bros.,"David Gordon Green (director); Peter Straughan (screenplay); Sandra Bullock,Scoot McNairy, Billy Bob Thornton, Anthony Mackie, Ann Dowd",1,
2015,Scouts Guide to the Zombie Apocalypse,,Paramount Pictures,"Christopher B. Landon (director); Tye Sheridan, Logan Miller, Joey Morgan,Halston Sage, Sarah Dumont, Patrick Schwarzenegger",0,
2015,Brooklyn,,Fox Searchlight Pictures,"John Crowley (director); Nick Hornby (screenplay); Saoirse Ronan, Emory Cohen, Domhnall Gleeson, Jim Broadbent, Julie Walters",0,
2015,The Outskirts,,Clarius Entertainment,"Peter Hutchings (director); Dominique Ferrari, Claude Dal Farra (screenplay);Claudia Lee, Eden Sher, Victoria Justice, Avan Jogia, Ashley Rickards, Peyton List, Harry Katzman",2,
2015,The Peanuts Movie,,20th Century Fox / Blue Sky Studios,"Steve Martino (director); Bryan Schulz, Craig Schulz, Cornelius Uliano (screenplay); Bill Melendez, Noah Schnapp, Hadley Belle Miller, AJ Teece, Noah Johnston, Venus Schulthens, Alexander Garfin, Francesca Capaldi, Mariel Sheets, Mar Mar, Rebecca Bloom, William Alexander Wunsch, Anastasia Bredikhina, Madisyn Shipman",2,
2015,Spectre,,Metro-Goldwyn-Mayer /Columbia Pictures,"Sam Mendes (director); John Logan, Neal Purvis, Robert Wade (screenplay);Daniel Craig, Christoph Waltz, Léa Seydoux, Monica Bellucci, Ralph Fiennes,Naomie Harris, Ben Whishaw, Dave Bautista, Andrew Scott, Rory Kinnear,Jesper Christensen",1,
2015,Trumbo,,Bleecker Street,"Jay Roach (director); John McNamara (screenplay); Bryan Cranston, Diane Lane, Elle Fanning, Louis C.K., Helen Mirren, Michael Stuhlbarg, John Goodman",0,
2015,By the Sea,,Universal Studios,"Angelina Jolie (director/screenplay); Angelina Jolie, Brad Pitt, Mélanie Laurent,Niels Arestrup, Melvil Poupaud, Richard Bohringer",2,
2015,Prem Ratan Dhan Payo,,Rajshri Productions,"Sooraj Barjatya (director); Aas Karan (screenplay); Salman Khan, Sonam Kapoor, Neil Nitin Mukesh, Armaan Kohli, Swara Bhaskar, Deepak Dobriyal,Anupam Kher",2,
2015,Love the Coopers,,CBS Films,"Jessie Nelson (director); Steven Rogers (screenplay); John Goodman, Diane Keaton, Amanda Seyfried, Alan Arkin, Olivia Wilde, Ed Helms, Marisa Tomei,June Squibb, Dan Amboyer",1,
2015,Carol,,The Weinstein Company,"Todd Haynes (director); Phyllis Nagy (screenplay); Cate Blanchett, Rooney Mara, Sarah Paulson, Kyle Chandler",0,
2015,The Hunger Games: Mockingjay – Part 2,,Lions Gate Entertainment,"Francis Lawrence (director); Danny Strong (screenplay); Jennifer Lawrence,Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Jena Malone, Jeffrey Wright, Sam Claflin, Stanley Tucci, Donald Sutherland,Julianne Moore, Willow Shields, Natalie Dormer, Gwendoline Christie, Philip Seymour Hoffman",1,
2015,Legend,,Universal Pictures,"Brian Helgeland (director/screenplay); Tom Hardy, Emily Browning, Colin Morgan, David Thewlis, Christopher Eccleston, Chazz Palminteri",2,
2015,The Night Before,,Columbia Pictures,"Jonathan Levine (director/screenplay); Joseph Gordon-Levitt, Seth Rogen,Anthony Mackie",2,
2015,Secret in Their Eyes,,STX Entertainment,"Billy Ray (director/screenplay); Julia Roberts, Nicole Kidman, Chiwetel Ejiofor,Dean Norris",2,
2015,Creed,,Warner Bros. / Metro-Goldwyn-Mayer,"Ryan Coogler (director/screenplay); Aaron Covington (screenplay); Sylvester Stallone, Michael B. Jordan, Tessa Thompson, Graham McTavish, Tony Bellew, Phylicia Rashad, Andre Ward",1,
2015,The Good Dinosaur,,Walt Disney Pictures /Pixar Animation Studios,"Peter Sohn (director); Meg LeFauve (screenplay); Raymond Ochoa, Jack Bright, Sam Elliott, Anna Paquin, A.J. Buckley, Steve Zahn, Frances McDormand, Jeffrey Wright, Marcus Scribner",2,
2015,Victor Frankenstein,,20th Century Fox,"Paul McGuigan (director); Max Landis (screenplay); Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott",0,
2015,The Danish Girl,,Focus Features,"Tom Hooper (director); Lucinda Coxon (screenplay); Eddie Redmayne, Alicia Vikander, Matthias Schoenaerts, Ben Whishaw",0,
2015,Krampus,,Universal Studios /Legendary Pictures,"Michael Dougherty (director/screenplay); Todd Casey, Zach Shields (screenplay); Emjay Anthony, Allison Tolman, Adam Scott",0,
2015,In the Heart of the Sea,,Warner Bros.,"Ron Howard (director); Chris Hemsworth, Benjamin Walker, Cillian Murphy,Tom Holland, Ben Whishaw, Brendan Gleeson",2,
2015,The Big Short,,Paramount Pictures,"Adam McKay (director/screenplay); Charles Randolph (screenplay); Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt, Melissa Leo, Marissa Tomei, Karen Gillan",2,
2015,Alvin and the Chipmunks: The Road Chip,,20th Century Fox,"Walt Becker (director); Randi Mayem Singer (screenplay); Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney, Christina Applegate, Anna Faris, Kaley Cuoco, Bella Thorne, Kimberly Williams-Paisley, Tony Hale",0,
2015,Sisters,,Universal Studios,"Jason Moore (director); Paula Pell (screenplay); Amy Poehler, Tina Fey, John Cena, Maya Rudolph",2,
2015,Star Wars: The Force Awakens,,Walt Disney Pictures /Lucasfilm / Bad Robot,"J. J. Abrams (director/screenplay); Lawrence Kasdan (screenplay); Daisy Ridley, John Boyega, Oscar Isaac, Adam Driver, Harrison Ford, Domhnall Gleeson, Andy Serkis, Gwendoline Christie, Carrie Fisher, Mark Hamill, Max von Sydow, Peter Mayhew, Kenny Baker, Anthony Daniels, Warwick Davis,Lupita Nyong'o, Simon Pegg",0,
2015,Bajirao Mastani,,Eros International,"Sanjay Leela Bhansali (director); Prakash Kapadia (screenplay); Ranveer Singh, Deepika Padukone, Priyanka Chopra",1,
2015,Dilwale,,Red Chillies Entertainment,"Rohit Shetty (director); Robin Bhatt/Farhad (screenplay); Shah Rukh Khan,Kajal, Varun Dhawan, Kriti Sanon, Boman Irani, Johnny Lever, Vinod Khanna",2,
2015,Concussion,,Columbia Pictures,"Peter Landesman (director/screenplay); Will Smith, Albert Brooks, Alec Baldwin, Gugu Mbatha-Raw, Paul Reiser, Luke Wilson",2,
2015,Daddy's Home,,Paramount Pictures,"Sean Anders, John Morris (directors); Brian Burns, Etan Cohen, Chris Henchy,Adam McKay (screenplay); Mark Wahlberg, Will Ferrell, Linda Cardellini",2,
2015,The Hateful Eight,,The Weinstein Company,"Quentin Tarantino (director/screenplay); Samuel L. Jackson, Kurt Russell,Jennifer Jason Leigh, Walton Goggins, Tim Roth, Demian Bichir, Michael Madsen, Bruce Dern",1,
2015,Joy,,20th Century Fox,"David O. Russell (director/screenplay); Annie Mumolo (screenplay); Jennifer Lawrence, Robert De Niro, Bradley Cooper, Édgar Ramírez",2,
2015,Point Break,,Warner Bros. / Lionsgate,"Ericson Core (director); Kurt Wimmer (screenplay); Edgar Ramirez, Luke Bracey, Ray Winstone, Teresa Palmer",2,
2015,The Revenant,,20th Century Fox,"Alejandro G. Iñárritu (director/screenplay); Mark L. Smith (screenplay);Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",1,
2014,Jamesy Boy,,Phase 4 Films,"Trevor White (director/screenplay); Lane Shadgett (screenplay); Mary-Louise Parker, Ving Rhames, Spencer Lofranco, Taissa Farmiga, James Woods",0,
2014,Paranormal Activity: The Marked Ones,,Paramount Pictures,"Christopher B. Landon (director/screenplay); Andrew Jacobs, Jorge Diaz, Gabrielle Walsh",0,
2014,Yves Saint Laurent,,The Weinstein Company,"Jalil Lespert (director/screenplay); Jacques Fieschi, Jérémie Guez, Marie-Pierre Huster (screenplay); Pierre Niney, Guillaume Gallienne, Charlotte Le Bon, Laura Smet, Marie de Villepin, Xavier Lafitte, Nikolai Kinski",0,
2014,Dumbbells,,GoDigital,"Christopher Livingston (director); Brian Drolet, Hoyt Richards (screenplay); Brian Drolet, Hoyt Richards, Mircea Monroe, Taylor Cole, Michael Bower, Jaleel White,Tom Arnold, Andy Milonakis",2,
2014,The Legend of Hercules,,Summit Entertainment,"Renny Harlin (director/screenplay); Daniel Giat, Giulio Steve, Sean Hood(screenplay); Kellan Lutz, Gaia Weiss, Scott Adkins, Roxanne McKee, Liam Garrigan, Liam McIntyre, Rade Šerbedžija",1,
2014,The Nut Job,,Open Road Films,"Peter Lepeniotis (director/screenplay); Lorne Cameron (screenplay); Will Arnett,Katherine Heigl, Liam Neeson, Brendan Fraser, Gabriel Iglesias",2,
2014,Divin Enfant,,UGC Distribution,"Olivier Doran (director/screenplay); Patrick Lefèbvre (screenplay); Émilie Dequenne, Sami Bouajila, Géraldine Pailhas",0,
2014,Jack Ryan: Shadow Recruit,,Paramount Pictures,"Kenneth Branagh (director); David Koepp, Adam Cozad, Anthony Peckham, Steve Zaillian, Chris Pine, Kevin Costner, Keira Knightley, Kenneth Branagh",0,
2014,Whiplash,,Sony Pictures Classics,"Damien Chazelle (director/screenplay); J. K. Simmons, Miles Teller, Paul Reiser,Melissa Benoist",0,
2014,Back in the Day,,Screen Media Films,"Michael Rosenbaum (director/screenplay); Morena Baccarin, Nick Swardson, Michael Rosenbaum",2,
2014,Camp X-Ray,,IFC Films,"Peter Sattler (director/screenplay); Kristen Stewart, Peyman Moaadi, John Carroll Lynch, Lane Garrison, Joseph Julian Soria, Cory Michael Smith",1,
2014,Devil's Due,,20th Century Fox,"Matt Bettinelli-Olpin, Tyler Gillett (directors); Lindsay Devlin, Zoë Green(screenplay); Allison Miller, Zach Gilford, Sam Anderson, Aimee Carrero, Vanessa Ray, Michael Papajohn, Griff Furst",1,
2014,Frank,,Magnolia Pictures,"Lenny Abrahamson (director); Domhnall Gleeson, Michael Fassbender, Maggie Gyllenhaal, Scoot McNairy, Carla Azar",2,
2014,Freezer,,Anchor Bay Films,"Mikael Salomon (director); Tom Doganoglu, Shane Weisfeld (screenplay); Dylan McDermott, Peter Facinelli, Yuliya Snigir",2,
2014,The Guest,,Picturehouse,"Adam Wingard (director); Simon Barrett (screenplay); Dan Stevens, Maika Monroe, Brendan Meyer, Lance Reddick",2,
2014,Hellion,,IFC Films,"Kat Candler (director/screenplay); Aaron Paul, Juliette Lewis, Josh Wiggins, Deke Garner, Jonny Mars, Annalee Jefferies",0,
2014,Kidnapped for Christ,,Red Thorn Productions,Kate S. Logan (director/screenplay); Yada Zamora (screenplay); Kate S. Logan,0,
2014,Laggies,,A24 Films,"Lynn Shelton (director); Andrea Seigel (screenplay); Chloë Grace Moretz, Keira Knightley, Sam Rockwell, Tiya Sircar, Mark Webber, Kaitlyn Dever",1,
2014,Obvious Child,,Rooks Nest Entertainment,"Gillian Robespierre (director); Gillian Robespierre (story); Jenny Slate, Jake Lacy,Gaby Hoffmann, David Cross",1,
2014,Ride Along,,Universal Pictures,"Tim Story (director); Greg Coolidge, Jason Mantzoukas, Phil Hay, Matt Manfredi(screenplay); Ice Cube, Kevin Hart, John Leguizamo, Bruce McGill, Tika Sumpter,Laurence Fishburne",1,
2014,Alive Inside: A Story of Music and Memory,,Projector Media / Ximotion Media,Michael Rossato-Bennett (director/screenplay),0,
2014,Appropriate Behavior,,Parkville Pictures,"Desiree Akhavan (director/screenplay); Desiree Akhavan, Rebecca Henderson,Scott Adsit, Halley Feiffer",1,
2014,Dear White People,,Duly Noted / Homegrown Pictures,"Justin Simien (director/screenplay); Tyler James Williams, Tessa Thompson,Teyonah Parris, Brandon P Bell, Kyle Gallner, Brittany Curran, Dennis Haysbert,Marque Richardson",2,
2014,I Origins,,Fox Searchlight Pictures,"Mike Cahill (director/screenplay); Michael Pitt, Brit Marling, Àstrid Bergès-Frisbey,Steven Yeun",2,
2014,Love Is Strange,,Sony Pictures Classics,"Ira Sachs (director/screenplay); Mauricio Zacharias (screenplay); Alfred Molina,John Lithgow, Marisa Tomei",2,
2014,The Better Angels,,Brothers K Productions,"A. J. Edwards (director/screenplay); Jason Clarke, Diane Kruger, Brit Marling, Wes Bentley, Braydon Denney",1,
2014,The Case Against 8,,Tripod Media,"Ben Cotner, Ryan White (directors/screenplay)",2,
2014,Wish I Was Here,,Focus Features,"Zach Braff (director/screenplay); Adam J. Braff (screenplay); Zach Braff, Kate Hudson, Jim Parsons, Mandy Patinkin, Ashley Greene, Joey King",2,
2014,Young Ones,,Screen Media Films,"Jake Paltrow (director/screenplay); Nicholas Hoult, Elle Fanning, Michael Shannon, Kodi Smit-McPhee",1,
2014,Boyhood,,IFC Films,"Richard Linklater (director, screenplay); Ethan Hawke, Patricia Arquette, Ellar Coltrane",1,
2014,The Raid 2,,Sony Pictures Classics,"Gareth Evans (director/screenplay); Iko Uwais, Tio Pakusadewo, Arifin Putra, Julie Estelle, Alex Abbad, Roy Marten",1,
