#Year,Title,Genre,Director,Cast,Level
2012,Bodyguard,"Romance,Drama",Gopichand Malineni,"Venkatesh, Trisha Krishnan, Saloni Aswani, Prakash Raj",1
2012,Nandeeswarudu,Action,Srinu Yajarala,"Taraka Ratna, Sheena Shahabadi,Rajeev Kanakala",0
2012,Ayyare,"Drama,Romance",Sagar Chandra,"Rajendra Prasad, Sai Kumar, Sivaji",0
2012,Ramadandu,"Comedy,Drama",Satish Vegesna,"Krishnudu, Soumya, Bharath",0
2012,Love Cheste,"Comedy,Romance",Dhruva Nag,"Vishnu, Manjulika, Siddhi Mamre",1
2012,Alibaba Intlo Andaru Dongale,Comedy,Neelam K Sekar,"V Ramana, Jyothi Lal",1
2012,Dhoni,Drama,Prakash Raj,"Prakash Raj, Aakash, Sriteja, Radhika Apte",2
2012,Rushi,"Drama,Romance",Raj Madiraju,"Arvind Krishna, Supriya",1
2012,SMS,Romance,Thathineni Satya,"Sudheer Babu, Regina Cassandra",2
2012,Veerangam,Action,Vemuganti,"Suman, Shyamala, Ashish Vidyarthi, Kota Srinivasa Rao",0
2012,Love Failure,Romance,Balaji Mohan,"Siddharth, Amala Paul",2
2012,Nippu,Action,Gunasekhar,"Ravi Teja, Deeksha Seth",2
2012,Poola Rangadu,"Comedy,Drama",Veerabhadram,"Sunil, Isha Chawla, Kota Srinivasa Rao",1
2012,Ishq,Romance,Vikram Kumar,"Nitin Reddy, Nithya Menon, Sindhu Tolani",2
2012,My Heart is Beating,Romance,"Arun Rudra
Kiran Meegada","Revanth, Rajitha, Rajasekhar, Srini Kolla",2
2012,10th Class Lo,Romance,B. S. Raju,"Sai Srinivas, Shipra Gaur",2
2012,Mr. Nokia,Action,Ani Kanneganti,"Manoj Manchu, Kriti Kharbanda, Sana Khan",2
2012,Kulu Manali,Suspense thriller,Vignesha Satish,"Vimala Raman, Krishnudu, Shashank,Archana, Samiksha",0
2012,Nuvva Nena,Romantic comedy,P. Narayana,"Allari Naresh, Sharvanand, Shriya Saran,Vimala Raman",1
2012,Prema Pilustondi,"Action,Romance",Ajay Nathani,"Balu, Sindhu Menon",1
2012,Ding Dong Bell,Comedy,Madhusudan Reddy,"Krishnudu, Shweta Prasad, Bhanu Sri Mehra, Sumit Arora",1
2012,Naa Ishtam,Romance,Prakash Toleti,"Rana Daggubati, Genelia D'Souza",1
2012,Ee Rojullo,Romance,Maruthi,"Srinivas, Reshma",1
2012,Seeta Weds Sriram,Action,P.S.L,"Krishna, Chandra Mohan, Uttej",1
2012,Lovely,"Action,Romance",B. Jaya,"Aadi, Shanvi",1
2012,Balaraju Aadi Bammardi,Action,Rama Krishna,"Aryan Rajesh, Srihari, Shraddha Arya",0
2012,Rachcha,Action,Sampath Nandi,"Ram Charan Teja, Tamanna Bhatia",0
2012,Neeku Naaku Dash Dash,Romance,Teja,"Prince, Nandita, Teertha, Tanikella Bharani, Banerjee",1
2012,Devasthanam,Family,Janardhana Maharshi,"K. Viswanath, S. P. Balasubrahmanyam,Aamani, Kovai Sarala",0
2012,Friendsbook,Thriller,R. P. Patnaik,"Nischal, Uday, Archana Sharma, Nisha Shetty, Rao Ramesh, Chalapathi Rao",2
2012,Disco,Romance,Hari K Chanduri,"Nikhil Siddharth, Sara Sharma, M. S. Narayana",2
2012,Nuvvekadunte Nenakkadunta,Romance,Subha Selvam,"Uday Kiran, Shweta Basu Prasad,Brahmanandam",1
2012,Maa Oorilo Okasari Emi Jarigindante,"Comedy,Romance",Chandu,"Kuntal, Sree Siri",0
2012,Anukokunda,Action,Raja Narendra,"Shiva, Yogesh, Mythili, Maheshwari",0
2012,Dammu,Action,Boyapati Srinu,"Jr. NTR, Trisha Krishnan, Karthika,Bhanupriya",1
2012,Gabbar Singh,Action,Harish Shankar,"Pawan Kalyan, Shruti Haasan,Abhimanyu Singh, Suhasini Maniratnam",2
2012,Sashesam,Suspense thriller,Sri Kishore,"Vikram Shekar, Supriya",0
2012,Guruvaram,"Biographical,Drama",Vighna Vinayak,"Rami Reddy, Suman, Annapoorna, Babu Mohan, Uttej",1
2012,Daruvu,Socio-Fantasy,Siva,"Ravi Teja, Taapsee Pannu,Brahmanandam, M. S. Narayana",0
2012,Yadartha Prema Katha,"Drama,Romance",Charan Raj,"Amar, Chiri, Suman Setty, Charan Raj",0
2012,Adhinayakudu,"Action,Romance",Parachuri Murali,"Nandamuri Balakrishna, Lakshmi Rai,Saloni Aswani",0
2012,Endukante... Premanta!,Romance,A. Karunakaran,"Ram, Tamannaah, Richard Rishi, Suman,Sayaji Shinde",0
2012,Gandharvulu,"Drama,Romance",Gopal G. Perumall,"Sunitha setty, Dhana, Swetha Nair",0
2012,Naalo Nenu,Romance,P. S. Reddy,"Sampath Raj, Rohit, Sri",1
2012,Oka Romantic Crime Katha,"Romance,Thriller",Sunil Kumar Reddy,"Nandam, Sai Anil, Gayatri, Divya Swapna",1
2012,Maa Abbai Engineering Student,Romance,Srinivas Guttula,"Naga Siddhartha, Radhika",1
2012,Mem Vayasuku Vacham,Romance,Trinadha Rao Nakkina,"Tanish, Neeti Taylor, Rama Prabha, Mahabub Bhasha",1
2012,All the Best,Comedy,J. D. Chakravarthy,"Srikanth, J. D. Chakravarthy, Lucky Sharma, Kota Srinivasa Rao,Brahmanandam",2
2012,Eega,Socio-Fantasy,S. S. Rajamouli,"Nani, Samantha, Sudeep",2
2012,Tuneega Tuneega,"Romance,Drama",M. S. Raju,"Sumanth Ashwin, Rhea Chakraborty",2
2012,Uu Kodathara? Ulikki Padathara?,Socio-fantasy,Sekhar Raja,"Manoj Manchu, Nandamuri Balakrishna, Deeksha Seth",1
2012,Onamalu,Drama,Kranthi Madhav,"Rajendra Prasad, Kalyani",0
2012,Mr. 7,Romance,S.R. Charan Reddy,"Jr. SVR, Neelam Upadhyay, M. S. Narayana, Srinivasa Reddy",2
2012,Julai,"Action, Comedy",Trivikram Srinivas,"Allu Arjun, Ileana D'Cruz, Rajendra Prasad, Sonu Sood",1
2012,Andala Rakshasi,Romance,Hanu Raghavapudi,"Naveen Chandra, Rahul Ravindran, Lavanya Tripathi",1
2012,Devudu Chesina Manushulu,"Action, Comedy",Puri Jagannadh,"Ravi Teja, Ileana D'Cruz, Prakash Raj, Bramhanandam",1
2012,Sudigadu,Comedy,Bhimaneni Srinivasa Rao,"Allari Naresh, Monal Gajjar, Brahmanandam, Ali, M. S. Narayana",1
2012,Srimannarayana,Action,Ravi Chavali,"Nandamuri Balakrishna, Parvati Melton, Isha Chawla",0
2012,Shirdi Sai,Drama,K. Raghavendra Rao,"Akkineni Nagarjuna, Srikanth, Kamalinee Mukherjee",2
2012,Life Is Beautiful,Romance,Sekhar Kammula,"Shriya Saran, Amala, Anjala Zaveri, Abhijeet, Sudhakar, Kaushik, Zara, Rashmi, Kavya",2
2012,People's War,Social drama,R. Narayana Murthy,"R. Narayana Murthy, Srihari, Posani Krishna Murali",1
2012,Chaarulatha,Thriller,Pon Kumaran,"Priyamani, Skanda, Saranya Ponvannan, Seetha",0
2012,Vennela 1 1/2,Comedy,Vennela Kishore,"Chaitanya Krishna, Monal Gajjar, Vennela Kishore,Brahmanandam",0
2012,Avunu,Thriller,Ravi Babu,"Poorna, Harshavardhan Rane, Ravi Babu",1
2012,Em Babu Laddu Kavala,Romantic thriller,Gandhi Manohar,"Sivaji, Rachana Maurya, Aditi Agarwal, M. S. Narayana,Jeeva",0
2012,Rebel,Action,Raghava Lawrence,"Prabhas, Tamannaah, Deeksha Seth, Krishnam Raju,Sriman",0
2012,Housefull,Romantic thriller,Ajay Bhuyan,"Vipin, Gowri Pandit, Vega, Ali, Jeeva",1
2012,Sorry Teacher,Romantic thriller,Sri Satya,"Kavya Singh, Aryaman",2
2012,Railway Station,Romance,Krishna Maya,"Shiva, Sandeep, Jayanth, Shravani",2
2012,Cameraman Ganga Tho Rambabu,Action,Puri Jagannadh,"Pawan Kalyan, Tamannaah",1
2012,Dhenikaina Ready,Comedy,G.Nageswara Reddy,"Vishnu Manchu, Hansika Motwani, Brahmanandam, Roja",0
2012,Dream,Medical thriller,Bhavani Shankar K,"Rajendra Prasad, Pavani Reddy, Jayashree, Deepti",1
2012,6,Thriller,Srikanth Lingode,"Jagapati Babu, Gayatri Iyer, Satyam Rajesh",2
2012,Lucky,Romance,Hari,"Srikanth, Meghana Raj, Jayasudha, Roja,Brahmanandam",1
2012,Bus Stop,Romance,Maruthi,"Prince Cecil, Sri Divya, Hasika, Rao Ramesh",2
2012,Yuganiki Okka Premikudu,Romance,Akash,"Akash, Shweta Basu Prasad, Kota Srinivasa Rao",0
2012,Sri Vasavi Vaibhavam,Drama,Udaya Bhaskar,"Meena, Suhasini, Suman, Sai Kiran",0
2012,Dhamarukam,Socio-Fantasy,Srinivasa Reddy,"Akkineni Nagarjuna, Anushka Shetty, Panchi Bora,Prakash Raj",1
2012,Routine Love Story,Romance,Praveen Sattaru,"Sundeep Kishan, Regina Cassandra, M. S. Narayana,Vennela Kishore",1
2012,Krishnam Vande Jagadgurum,"Drama, Action",Krish,"Rana Daggubati, Nayantara, Kota Srinivasa Rao, Posani Krishna Murali, L.B. Sriram",0
2012,Mythri,Suspense thriller,Surya Raju,"Navdeep, Sadha, Brahmanandam, Uttej",0
2012,Chanakyudu,"Drama,Romance",G. Srinivas,"Tanish, Ishitha, Kota Srinivasa Rao, Chandra Mohan",0
2012,Devaraya,Historical drama,Nani Krishna,"Srikanth, Meenakshi Dixit, Vidisha, Jaya Prakash Reddy",0
2012,Chaduvukovali,Social-Drama,Venkateswara Rao Maddali,"Seetha, Baby Annie, Kota Shankar Rao",2
2012,Swati I Love You,Romance,Santosh Parlawar,"Santosh Parlawar, Lasya",1
2012,Kittigadu,Drama,Aditya PC,"Vishal Kumar, Sai Kiran, Surekha Vani",0
2012,Yeto Vellipoyindhi Manasu,Romance,Gautham Menon,"Nani, Samantha, Krishnudu, Anupama Kumar",1
2012,Yamaho Yama: In America,"Socio-fantasy,Comedy",Y. Jitender,"Sairam Shankar, Parvati Melton, Srihari, Sanjjanaa",0
2012,Sarocharu,"Action,Romance",Parasuram,"Ravi Teja, Kajal Aggarwal, Richa Gangopadhyay, Nara Rohit",1
2012,Midhunam,Drama,Tanikella Bharani,"S. P. Balasubrahmanyam, Lakshmi",0
2012,Agnatham,Action,Sridhar Pokuru,"Kalyani, Subbaraju, Krishna Bhagavaan, Jeeva",0
2012,Yamudiki Mogudu,"Socio-fantasy,Comedy",E. Satti Babu,"Allari Naresh, Richa Panai, Sayaji Shinde, Ramya Krishna,Naresh",0
2012,Ko Antey Koti,Action,Anish Yohan Kuruvilla,"Sharwanand, Priya Anand, Sri Hari",1
2012,Genius,Action,Anchor Omkar,"Havish, Sanusha, R. Sarathkumar, Abhinaya",1
2011,Graduate,Romance,Prasad Rayala,"Akshay, Rithika Sood, Tashu Kaushik",0
2011,Parama Veera Chakra,Action,Dasari Narayana Rao,"Nandamuri Balakrishna,Sheela, Amisha Patel, Neha Dhupia",0
2011,Mirapakaya,Romance,Harish Shankar,"Ravi Teja, Richa Gangopadhyay, Deeksha Seth",1
2011,Anagananga Oka Dheerudu,"Fantasy,Action",Prakash Kovelamudi,"Siddharth, Shruti Haasan,Lakshmi Manchu",1
2011,Golconda High School,Romance,Mohan Krishna Indraganti,"Sumanth, Swati Reddy",1
2011,Ala Modalaindi,Romance,Nandini Reddy,"Nani, Nithya Menen",1
2011,Wanted,Action,BVS Ravi,"Gopichand, Deeksha Seth,Jayasudha, Prakash Raj",1
2011,Vaareva,Romance,Kalyan Mantena,"Vassudev Reddy, Shambhavi",1
2011,Rakshana,Action,Venu Pal,"Rajiv Kanakala, Karan, Parineeta",1
2011,Jai Bolo Telangana,Action,N.Shankar,"Jagapati Babu, Sandeep,Meera Nandan, Smriti Irani, K. Chandrashekar Rao",2
2011,Koffee Bar,Drama,Geetha Krishna,"Shashank, Bianca Desai",1
2011,Devadasini,Drama,D. Gautham,"Monica Bedi, Satya Prakash,Mukesh Rishi",0
2011,Anthima Theerpu,Action,A.D.V. Babu Raj,"Suresh Gopi, Saikumar, Vani Viswanath",0
2011,Gaganam,Drama,Radha Mohan,"Akkineni Nagarjuna, Poonam Kaur, Prakash Raj, Sana Khan",1
2011,Vastadu Naa Raju,Drama,Hemant Madhukar,"Vishnu Manchu, Taapsee Pannu, Prakash Raj",1
2011,Erra Gulabilu,Thriller,Gautham Menon,"Sameera Reddy, Veera Bahu",1
2011,Katha Screenplay Darshakatvam Appalaraju,Comedy,Ram Gopal Varma,"Sunil, Swati Reddy,Brahmanandam, Sakshi Gulati",1
2011,Aha Naa Pellanta,Comedy,Veera Brahmam,"Allari Naresh, Ritu Barmecha",1
2011,LBW Life Before Wedding,Romance,Praveen Sattaru,"Abhijith Pundla, Asif Raj, Chinmayi Ghatrazu, Nishanthi Evani",0
2011,Kudirithe Cup Coffee,Romance,Ramana Salva,"Varun Sandesh, Suma Bhattacharya",1
2011,Prema Kavali,Romance,Vijaya Bhaskar. K,"Aadi, Sindhu Tolani, Isha Chawla",1
2011,Mangala,ThrillerErotic,Osho Thulasi Ram,"Charmy Kaur, Pradeep Rawat, Subhash",1
2011,Super,Drama,Upendra,"Upendra, Nayantara, Tulip Joshi",2
2011,Gang War,Action,Thirumalai,"Shaam, Meenakshi, Anandaraj",0
2011,Thimmaraju,Comedy,Vemagiri,"Ali, Deepthi",0
2011,Nitya Pellikoduku,Romance,Alahari,"Posani Krishna Murali, Apoorva, Gowri Pandit",0
2011,Dongala Mutha,Suspense Thriller,"Ram Gopal Varma, Puri Jagannadh","Ravi Teja, Charmy Kaur,Prakash Raj, Lakshmi Manchu,Sunil",1
2011,Raaj,Action,V. N. Aditya,"Sumanth, Priyamani, Vimala Raman",0
2011,Jackie,Action,Duniya Soori,"Puneeth Rajkumar, Bhavana Menon, Rangayana Raghu",0
2011,Karalu Miriyalu,Drama,Pasupuleti Venkata Rama Rao,"Navakesh, Madhu Shalini",0
2011,Chattam,Action,Arun Prasad P. A.,"Jagapathi Babu, Vimala Raman, Brahmanandam",1
2011,Puli Veta,Action,Babu Sivan,"Vijay, Anushka Shetty, Sayaji Shinde",1
2011,Shakti,Action,Meher Ramesh,"Jr. NTR, Ileana D'Cruz, Manjari Phadnis, Jackie Shroff, Sonu Sood",2
2011,America Alludu,Drama,Om Sai Prakash,"Ravichandran, Srikanth, Kamna Jethmalani, Jennifer Kotwal",1
2011,Manchivadu,Drama,Deepthi,"Tanish, Bhama, K. Vishwanath,Chandramohan",1
2011,Lankeshwari,Horror,Vinayan,"Meghana Raj, Thilakan, Madhav, Captain Raju",0
2011,Lokame Kothaga,Romance,Bharath Parepalli,"Shivaji, Aditi Agarwal",0
2011,Teenmaar,Romance,Jayanth C. Paranjee,"Pawan Kalyan, Trisha Krishnan,Kriti Kharbanda",2
2011,Galli Kurrolu,Drama,Sai Venkat,"Naga Varma, Shefali Sharma",1
2011,Mr. Perfect,Action,Dasrath,"Prabhas, Kajal Aggarwal,Taapsee Pannu, Prakash Raj,Brahmanandam",2
2011,Nenu Naa Rakshasi,Romance,Puri Jagannath,"Rana Daggubati, Ileana D'Cruz,Abhimanyu Singh, Mumaith Khan",1
2011,100% Love,Romance,Sukumar,"Naga Chaitanya, Tamannaah Bhatia, Tara Alisha",2
2011,Seema Tapakai,Comedy,G. Nageshwar Reddy,"Allari Naresh, Poorna",1
2011,Rangam,Action,K. V. Anand,"Jiiva, Ajmal Ameer, Karthika Nair, Pia Bajpai",1
2011,Veera,Action,Ramesh Varma,"Ravi Teja, Kajal Aggarwal,Taapsee Pannu, Manjari Phadnis, Brahmanandam",1
2011,Vaishali,Thriller,A. Venkatachalam,"Aadhi, Sindhu Menon, Nandha,Saranya Mohan",1
2011,Dussasana,Action,Posani Krishna Murali,"Srikanth, Sanjana, Tashu Kaushik, Brahmanandam",0
2011,Vykuntapali,"Comedy,Thriller",Satyadeep Reddy,"Krishnudu, Ajay, Randhir,Tashu Kaushik, Sana, Subbaraju",0
2011,Maaro,Masala,Siddique,"Nitin, Meera Chopra, Abbas,Kota Srinivasa Rao",1
2011,Prema Sagaram,Romance,A. Majeed,"Hasan, Shouri",1
2011,Babloo,Romance,Ravichandran Reddy,"Mano Tej, Aditi Sharma, Mukul Dev",0
2011,Badhrinaadh,"Action, Drama",V.V. Vinayak,"Allu Arjun, Tamannaah Bhatia,Prakash Raj",2
2011,Vaadu Veedu,"Comedy, Drama",Bala,"Arya, Vishal Krishna, Madhu Shalini, Janani Iyer",1
2011,180,Romantic Drama,Jayendra,"Siddharth, Nithya Menen, Priya Anand, Tanikella Bharani,Mouli, Geetha",1
2011,Nagaram Nidrapotunna Vela,Thriller,Premraj,"Jagapathi Babu, Charmee Kaur, Sayaji Shinde, Babu Mohan, M. S. Narayana",0
2011,Brammigadi Katha,Romance,Eeshwar Reddy,"Varun Sandesh, Poonam Kaur, Asmita Sood,Brahmanandam",0
2011,Virodhi,Action,Neelakanta,"Srikanth, Kamalini Mukherjee, Ajay",1
2011,Goa,Thriller,Venkat Prabhu,"Vaibhav Reddy, Jai, Pia Bajpai, Sneha, Premji Amaren, Melanie Marie",2
2011,Nanna,Drama,A. L. Vijay,"Vikram, Anushka Shetty, Amala Paul, Sara Arjun",2
2011,Kanchana,Horror,Lawrence Raghavendra,"Lawrence Raghavendra, Lakshmi Rai, Sarath Kumar",2
2011,Kodipunju,Drama,BVV Choudhary,"Tanish, Anchal Sabharwal, Roja",1
2011,ATM,Action,Joshi,"Prithviraj, Bhavana Menon, Narain",1
2011,Sega,Romantic Drama,Anjana Ali Khan,"Nani, Karthik Kumar, Nithya Menen, Bindu Madhavi",1
2011,Sanchalanam,Action,B V Ramana Reddy,"Kamalakar, Saikumar, Supreet",0
2011,Naa Peru Shiva,"Drama,Thriller",Suseenthiran,"Karthi, Kajal Aggarwal",1
2011,Markandeyan,"Suspense thriller,Action",FEFSI Vijayan,"Srihari, Nivedhitha, Savika Chaiyadej (Pinky), Sabareesh",0
2011,Simha Mukhi,Thriller,R. Parthiban,"R. Parthiban, Namitha, Sudhakar Naidu",0
2011,Kandireega,Masala,Santosh Srinivas,"Ram, Hansika Motwani, Aksha Pardasany, Swati Reddy, Sonu Sood, Brahmanandam",1
2011,Dhada,Action,Ajay Bhuyan,"Naga Chaitanya, Kajal Aggarwal, Samiksha,Sreeram, Brahmanandam, Kelly Dorjee",1
2011,Roudram,Action,Gokul,"Jiiva, Shriya Saran, Prakash Raj",1
2011,Mugguru,Comedy,V. N. Aditya,"Navdeep, Sivaji, Shraddha Das, Srinivas Avasarala, Sanjana, Reema Sen",2
2011,Urumi,"Action,Period film",Santosh Sivan,"Prithviraj, Prabhu Deva, Genelia D'Souza, Tabu,Nithya Menen, Vidya Balan, Arya",0
2011,Keratam,Drama,Gautam Patnaik,"Siddharth Rajkumar, Rakul Preet Singh, Aishwarya",0
2011,Daggaraga Dooranga,Romance,Ravi Chavali,"Sumanth, Vedhika",1
2011,"Money Money, More Money",Comedy,J. D. Chakravarthy,"J. D. Chakravarthy, Gajala, Brahmanandam, Asha Saini",2
2011,Gambler,Action thriller,Venkat Prabhu,"Ajith Kumar, Arjun, Trisha Krishnan, Anjali, Vaibhav Reddy, Lakshmi Rai, Andrea Jeremiah",1
2011,Aakasame Haddu,Youthful,Raavicharan,"Navdeep, Rajeev Saluri, Panchi Bora",0
2011,Vasthad,Drama,Rajamithran,"Aadhi, Meera Nandan",0
2011,Vachadu Gelichadu,Action,R. Kannan,"Jiiva, Taapsee Pannu, Nandha",1
2011,Shishira,Drama,Manju Swaraj,"Yashas, Meghana Mudhiyan, Prema",0
2011,Vara Prasad Potti Prasad,Adult Comedy,Satya Varanasi,"Srinivas Avasarala, Vijay Sai, Karina Shah, Priya Ahuja",0
2011,Dookudu,"Action, Comedy,Romance",Srinu Vaitla,"Mahesh Babu, Samantha Ruth Prabhu, Sonu Sood, Sonia Deepti, Prakash Raj",2
2011,Madatha Kaja,"Comedy,Romance",Seetarama Raju,"Allari Naresh, Sneha Ullal",1
2011,Vankaya Fry,Comedy,Chandramouli,"Sumith Arora, Anu Smrithi, Brahmanandam",0
2011,Oosaravelli,"Action,Romance",Surender reddy,"Jr. NTR, Tamannaah, Shaam",1
2011,Pilla Zamindar,"Drama,Romance",G. Ashok,"Nani, Haripriya, Bindu Madhavi",1
2011,7th Sense,"Sci-fi, Action",A. R. Murugadoss,"Suriya, Shruti Hassan, Abhinaya, Johnny Tri Nguyen",2
2011,Nuvvila,Romance,Ravi Babu,"Havish, Ajay, Prasad Barve, Vijay Sai, Yami Gautam, Sarayu, Remya Nambeesan",0
2011,Mogudu,Romance,Krishna Vamshi,"Gopichand, Taapsee Pannu, Shraddha Das",1
2011,Oh My Friend,Romance,Venu Sriram,"Siddarth, Shruti Haasan, Navdeep",1
2011,Its My Love Story,Romance,Madhura Sreedhar,"Arvind Krishna, Nikita Narayan, Jayasudha, Sarath Babu",1
2011,Sri Rama Rajyam,Mythology (fiction),Bapu,"Akkineni Nageswara Rao, Nandamuri Balakrishna,Srikanth, Nayantara, Jayasudha, K. R. Vijaya,Saikumar",1
2011,Veedu Theda,"Action,Romance",Chinni Krishna,"Nikhil Siddharth, Pooja Bose",1
2011,Solo,Drama,Parashuram,"Nara Rohit, Nisha Aggarwal, Prakash Raj",1
2011,Sangharshana,Drama,Samuthirakani,"M. Sasikumar, Swati Reddy, Allari Naresh,Vasundhara",0
2011,Bejawada,Action,Vivek Krishna,"Naga Chaitanya, Amala Paul, Prabhu",0
2011,The Dirty Picture,"Romance, Drama",Milan Luthria,"Naseeruddin Shah, Vidya Balan, Emraan Hashmi,Tusshar Kapoor",1
2011,Panjaa,"Action,Romance",Vishnuvardhan,"Pawan Kalyan, Sarah Jane Dias, Jackie Shroff,Anjali Lavania",2
2011,Nuvvekaddunte Nenakkadunta,Romance,Subha Selvam,"Uday Kiran, Shweta Prasad, Ashish Vidyarthi",0
2011,Priyudu,Romance,Shravan,"Varun Sandesh, Preetika Rao, Shweta Prasad",0
2011,Rajanna,"Action,Drama",Vijayendra Prasad,"Akkineni Nagarjuna, Sneha, Shweta Menon, Baby Aney, Nassar, Pradeep Rawat",1
2011,Don 2,Action,Farhan Akhtar,"Shahrukh Khan, Priyanka Chopra, Lara Dutta, Om Puri, Boman Irani, Sameera Reddy",1
2011,Kshetram,Action,T. Venugopal,"Jagapathi Babu, Priyamani, Shaam",0
2011,Veedinthe,Drama,Suseenthiran,"Vikram, Deeksha Seth, K. Vishwanath, Mithra Kurian",1
2010,Yugalageetham,Drama,Sivaji,"Srikar, Abhishek, Chandu",0
2010,Adhurs,"Comedy, Action",V. V. Vinayak,"NTR Jr, Nayantara, Sheela, Sayaji Shinde, Brahmanandam",2
2010,Namo Venkatesa,Comedy,Seenu Vytla,"Venkatesh, Trisha Krishnan,Brahmanandam",1
2010,Shambo Shiva Shambo,Drama,Samudrakani,"Ravi Teja, Allari Naresh, Siva Balaji,Priyamani, Abhinaya",1
2010,Kaluva,Thriller,M. Sridhar,"Chakri, Rupa Kaur, Fharzana",1
2010,Seeta Ramula Kalyanam Lankalo,Action,Eshwar,"Nitin, Hansika Motwani,Brahmanandam",1
2010,Udatha Udatha Ooch,Comedy,Murali Ganesh,"Akshay, Ali, Brahmanandam",0
2010,Kedi,Action,Kiran Kumar,"Nagarjuna, Mamta Mohandas,Chitrangada Singh",1
2010,Joy,Romance,B. R. Varma,"Avitej, Trinath, Vainavi, Parvati",1
2010,Leader,Political,Sekhar Kammula,"Rana Daggubati, Richa Gangopadhyay, Priya Anand",2
2010,Ye Maaya Chesave,Romance,Gautham Menon,"Naga Chaitanya, Samantha Ruth Prabhu, Krishnudu",1
2010,High School,Romance,Narasimha Nandi,"Kiran Rathod, Karthik",1
2010,Dasanna,Action,DSP,"Srihari, Meena, Suman",0
2010,Prema Rajyam,Action,Moolapati,"Ramkiran, Meerakrishna",1
2010,Tik Tik Tik,Thriller,Arunakanth,"Krishna Bhagawan, Sairabanu, Sharif",1
2010,Sandadi,Comedy,Mani,"Sasi Pawan, Suhasini, Keerthi",0
2010,Yagam,Action,Arun Prasad,"Navdeep, Bhoomika Chawla, Kim Sharma",0
2010,Maro Charitra,Romance,Ravi Yadav,"Varun Sandesh, Anita Galler,Shraddha Das",0
2010,My Name is Amrutha,Drama,M. Anthony,"Baby Gayathri, Bhanupriya,Bhanuchander",0
2010,Varudu,"Action,Romance",Gunasekhar,"Arya, Allu Arjun, Bhanu Mehra",1
2010,Anaganaga Oka Aranyam,Romance,G. Shekar Chandra,"Kaushal, Ekta Trivedi, Srirekha",1
2010,Srimati Kalyanam,Romance,Sival,"Vadde Naveen, Sangeetha, Venu Madhav",0
2010,Betting Bangarraju,Comedy,Satti Babu,"Allari Naresh, Nidhi",0
2010,Mouna Ragam,Romance,Vijay Balaji,"Tanish, Madhuurima, Suhasini",0
2010,Police Police,Action,Manmohan,"Prithviraj, Srikanth, Kamalini Mukherjee, Sanjana",1
2010,1940 Lo Oka Gramam,Drama,Narasimha Nandi,"Bala Aditya, Shree",0
2010,Madhanudu,Thriller,Joe,"Swati Rachana, Aarmugam",0
2010,Prasthanam,Action,Deva Katta,"Sharvanand, Ruby Parihar, Sai Kumar",1
2010,Darling,Romance,Karunakaran,"Prabhas, Kajal Aggarwal, Shraddha Das",1
2010,Buridi,Romance,E. V. V. Satyanarayana,"Aryan Rajesh, Aishwarya",0
2010,Glamour,Drama,P. Satya Reddy,"Karishma Kotak, Kavitha",1
2010,Simha,Action,Boyapati Srinu,"Balakrishna, Nayantara, Sneha Ullal,Namitha",2
2010,Hasini,,,"Sandhya, Kamalakar, Giri Babu",1
2010,My Name Is Amrutha,,,"Bhanuchander, Bhanupriya, Baby Gayathri",0
2010,Okka Kshanam,,,"Rajiv Kanakala, Kota Srinivasan Rao,Ahuti Prasad",1
2010,Andari Bhanduvayya,,Chandra Siddardh,"Sharwanand, Padmapriya, Naresh",1
2010,Rama Rama Krishna Krishna,,,"Ram, Priya Anand, Arjun Sarja, Bindu Madhavi",1
2010,Theliyadhu,,,"Sharat, Alekhya",1
2010,Young India,,,"Dasari Narayana Rao,Brahmanandam, A.V.S",0
2010,Chalaki,,,"Aditya Babu, Roma Asrani, Biyanka Desai",1
2010,Golimaar,,Puri Jagannadh,"Gopichand, Priyamani, Nassar",1
2010,Joru,,,"Aravind Kumar, Akarsha, Saikumar",0
2010,Vedam,"Drama,Romance,Action",Radhakrishna Jagarlamudi,"Allu Arjun, Manchu Manoj Kumar,Anushka Shetty",1
2010,Manava Mrugam,,,"Aryan, Sana",1
2010,Nagamani,,,"Krishna Bhagawan, Sona",1
2010,Panchakshari,,,"Anushka Shetty, Vijay Samrat,Bramanandam",0
2010,Andhra Kiran Bedi,,,"Malashri, Ashish Vidhyarthi, Sudhakar Naidu",0
2010,L-Board,,,"Mumaith Khan, Mika Singh",0
2010,Pappu,,,"Krishnudu, Subbaraju, Deepika",1
2010,Jhummandi Naadam,,K.Raghavendra Rao,"Manoj Manchu, Taapsee Pannu, Mohan Babu",1
2010,Komaram Bheem,,,"Bhopal Reddy, Maunika, Telangana Sakuntala",0
2010,Bheemili,,,"Nani, Saranya Mohan, Kishoreu",0
2010,Mynavathi,,,"Chitralekha, Anil, Gundu Hanumantha Rao",0
2010,Veera Telangana,,R.Narayana Murthy,"R. Narayana Murthy, Vijayaranga Raju",1
2010,Em Pillo Em Pillado,,Chowdary,"Tanish, Pranitha, Charanraj",0
2010,Sneha Geetham,,Madhura Sreedhar,"Chitralekha, Anil, Gundu Hanumantha Rao",1
2010,Shubhapradham,,K. Viswanath,"Allari Naresh, Manjari Phadnis, Sarath Babu",1
2010,U And I,,,"Rohan, Aditi Chowdary, Alisha",1
